,DGS10,DGS2,LE=F,NG=F,HO=F,CL=F,^IRX,DGS3MO,BZ=F,GF=F,RB=F,BRLUSD=X,GBPUSD=X,EURUSD=X,CT=F,HE=F,AUDUSD=X,ZM=F,OJ=F,JPY=X,PL=F,CC=F,KE=F,KC=F,ZS=F,SB=F,HG=F,RTY=F,ZO=F,ZC=F,ZL=F,ZR=F,LBS=F,YM=F,SI=F,ES=F,^GSPC,SIL=F,UUP,NQ=F,MGC=F,PA=F,ZT=F,GC=F,ZF=F,ZB=F,ZN=F,trending
ZL=F,-0.19854920097020928,-0.5300639889136446,0.0480816253213282,0.4413239955031225,0.5823151065949157,0.5965059921657485,-0.45362209396379827,-0.46085099022674003,0.5883730822409647,-0.04721622114868237,0.6475139063285962,0.33912170664547797,0.37246225028074986,0.49559863431659074,0.6757166477978812,0.5798418875501186,0.5617893493162863,0.5246224391677662,0.482244002492507,-0.5164920244968881,0.5736124007324155,-0.19080790608221,0.7409623603837034,0.632613128478231,0.851875215522873,0.7249927643883731,0.8871867767252222,0.9182977217590197,0.6576749024001883,0.8663512039878902,1.0,0.5149713426940145,0.4453993989954777,0.07359256544321792,0.8128971242032661,0.13321175330292412,0.13159724788968025,0.79618088737015,-0.4245492690007477,0.21782781416103109,0.1653240217723247,0.21305814786416624,0.519811931235885,0.6108806022087798,0.5457448717796327,-0.1798695438760873,0.33058789659526994,
ZR=F,-0.20511925630532524,-0.5657429373757944,-0.07701492629536952,0.3432249945099897,0.5674441566154975,0.5731450248770261,-0.451320578662212,-0.4566951508741175,0.5980775772103928,-0.038759174483384555,0.5685539174543107,0.43625031898580363,0.4760094659786799,0.656477310197389,0.3628816945034037,0.41468907804772365,0.5602603162765403,0.5844301499865284,0.3600862563320644,-0.5675848548341013,0.5706063162549584,0.009429650530083511,0.7190363126374658,0.3863201134508,0.6450843821630066,0.36555446059644775,0.4817942783808249,0.11396300363171376,0.5753039880045498,0.579632904317316,0.5149713426940145,1.0,0.06427630750340667,-0.22455767601529172,0.5517234353285901,-0.1846028551424309,-0.18752648755661688,0.3608875854636449,-0.48379793820506606,-0.09113766508946962,0.15890560727542558,0.05966534987059838,0.5498391918194084,0.47177209827729716,0.5607061194223151,-0.21127134872221756,0.37310090675462615,
LBS=F,-0.2303861504201135,-0.03751749285430865,-0.16175208290480234,0.1178753927636394,-0.02510631179440605,0.009898009721338601,-0.009242765373022044,-0.010899118771551036,-0.03628406932761213,-0.16113503423758782,0.023073142380109213,-0.43155795072738223,-0.2421340793534767,-0.04329077402333804,0.38976980799496075,0.13794906346393612,-0.20795188984409524,0.06812711693012029,-0.320402556090903,0.1578899595329404,-0.15669576692728795,-0.17586677455307223,0.11436766693044069,0.12535573579774847,0.22207962095257977,0.006857220609681655,0.5701078080000582,0.7316042471398135,0.46933932292021524,0.2169250752270864,0.4453993989954777,0.06427630750340667,1.0,0.7055913852146057,0.24227981326345102,0.7392592426134875,0.7394562952566369,0.6968673147095097,0.2237004053217233,0.757358987904676,0.514016313581705,0.6575878980270727,0.023588356507876312,0.5403359022138168,0.12420568424316225,0.1986632164770149,0.14840470034322845,
YM=F,-0.24456875671589082,0.3494054467277257,-0.36087862084392247,-0.0865603675074515,-0.3623940010686044,-0.34559099346295885,0.42546710114620573,0.4246470726395687,-0.3866492453335771,-0.29923889297170403,-0.32657942486110547,-0.8062119343738515,-0.6648587805624295,-0.4571307161174084,0.14791125655713397,-0.14762185837358477,-0.6750038912273572,-0.3436961912136193,-0.33132511132290327,0.4616508636887169,-0.6338980657425153,-0.25222711127549324,-0.30811224068302934,-0.2535306969716423,-0.22631885110404687,-0.3782199075142817,0.26557873927410225,0.9471385811998241,0.2638283645538047,-0.1667385388067529,0.07359256544321792,-0.22455767601529172,0.7055913852146057,1.0,-0.1921144117595907,0.9882052345321555,0.9877379908199808,0.43148938994937935,0.6875392109939048,0.9630661483054562,0.5276831087844904,0.8714724378532377,-0.36888680295493964,0.39187711097231365,-0.17237314593746164,0.4161643669987784,0.034966826061354636,
SI=F,-0.3027215894996194,-0.5724109677951849,-0.08723667410639617,0.24961438261479033,0.6127195182377576,0.6142566306321141,-0.45449026437139683,-0.45700292271344084,0.6456705663812606,-0.13677360762655755,0.6368385315148485,0.5380091974849652,0.3993239267156657,0.5649721324920145,0.5054799336818722,0.3893551872104704,0.7169754082657208,0.4524252047899312,0.06059134650073142,-0.8016317537931913,0.7096937748726997,-0.23151772879124533,0.6711255529620573,0.5597731550795632,0.7321317999985161,0.7627213737649634,0.7236263909813154,0.7587536120740092,0.4454315608299457,0.8183904867621078,0.8128971242032661,0.5517234353285901,0.24227981326345102,-0.1921144117595907,1.0,-0.15337854185546843,-0.1524971089272819,1.0,-0.5096322301911639,-0.04149402600066685,0.04322586081543153,0.05227488477191787,0.5660276781882073,0.7091909153864631,0.6561443882657768,-0.12931892549432433,0.47634337952104505,
ES=F,-0.30583191521891595,0.2300957289457734,-0.30515667619230574,-0.05229085515273971,-0.36536304823804105,-0.33759315982923876,0.2933049761599891,0.29195908608105,-0.3871098725575191,-0.23742782830692769,-0.3172004885972055,-0.806422359652695,-0.6042198254601511,-0.43451268202823057,0.16912014402194364,-0.10543743223437371,-0.6556623616843554,-0.3039343261048076,-0.3965031919639869,0.4738757169708132,-0.5910298540098183,-0.18490267334837032,-0.2513507237271161,-0.16799271828881016,-0.17246206428927408,-0.32511652394586543,0.3026711064770823,0.9183905129501627,0.3213623887182578,-0.14017367394755856,0.13321175330292412,-0.1846028551424309,0.7392592426134875,0.9882052345321555,-0.15337854185546843,1.0,0.9999699192342241,0.5167918293267726,0.656726292285095,0.9862678391655435,0.5543963137234401,0.8715358299972172,-0.249808107081149,0.4233104397744676,-0.07842806822632092,0.4522329021961093,0.10568411995060745,
^GSPC,-0.30771237037762056,0.22739932788203668,-0.3058111400101135,-0.06362595737727088,-0.3704896484284212,-0.3404358309442243,0.28827241629306877,0.28917684764999313,-0.39012557865787695,-0.2378120013996544,-0.32159649543385194,-0.8062308185426849,-0.6023483240240993,-0.4328849202411848,0.1663925034611194,-0.10825372309932546,-0.6551653209907297,-0.3070372119591561,-0.08494185518221864,0.47210538604530017,-0.5899143996233902,-0.1834429303370665,-0.2545286529904348,-0.16999578301553606,-0.17456679151559834,-0.32538447495035694,0.30239318033301177,0.9174717931327374,0.3203351775737187,-0.14175818071097773,0.13159724788968025,-0.18752648755661688,0.7394562952566369,0.9877379908199808,-0.1524971089272819,0.9999699192342241,1.0,0.5189550054059119,0.6563440149833782,0.9864831240410169,0.5545260427380757,0.8717237002476674,-0.24416603069945392,0.42311458523952694,-0.0729740721126501,0.4555729236365255,0.11080443504041916,
SIL=F,-0.3205669237819877,-0.5326045965579356,-0.023292300011248743,0.3949163068224963,0.33961417551705403,0.4193002059227377,-0.4268894001070535,-0.429503402583952,0.3730818198749261,0.0045704418347388516,0.42740369090589253,-0.0407368411119327,0.17246009665518008,0.41258881619853566,0.5031597362681042,0.45558639690601455,0.3164371643395834,0.424907943262249,0.06059134650073142,-0.4120121680930997,0.4403800067095558,0.008893068673837943,0.4958850394536134,0.4647796783577071,0.7116621511547184,0.5654272463287923,0.7425588481898383,0.7587536120740092,0.5532226044624599,0.6411268918182986,0.79618088737015,0.3608875854636449,0.6968673147095097,0.43148938994937935,1.0,0.5167918293267726,0.5189550054059119,1.0,-0.2390496574891095,0.5453988372123468,0.6996042353282204,0.5193682111283227,0.5225667623014807,0.7006475854679631,0.5620292013200524,0.08489013306948019,0.3971367733758863,
UUP,-0.4052199328903122,0.4326183953108609,-0.48870921335996226,-0.6240342357922767,-0.8008819628457522,-0.8203154931071065,0.4838011610707835,0.48650478488107285,-0.8154615943714413,-0.42937508907801863,-0.8009420790932088,-0.8757638186302676,-0.8850432754231936,-0.9092074559252384,-0.3881772305356658,-0.6452458289212104,-0.9042403531841616,-0.7240420455502115,-0.3947348580328608,0.5602514396634988,-0.896617329497743,-0.2580853263060091,-0.7025457677980897,-0.5838525406396392,-0.6858952632441038,-0.6118108843739151,-0.3584899097472544,-0.3177920279468947,-0.25956678878263173,-0.46678676752550397,-0.4245492690007477,-0.48379793820506606,0.2237004053217233,0.6875392109939048,-0.5096322301911639,0.656726292285095,0.6563440149833782,-0.2390496574891095,1.0,0.6337893840104096,0.3163650776725782,0.5850233990989647,-0.4523903692563678,0.12046785829901917,-0.18448411959632854,0.713353224978777,0.16361172475950847,
NQ=F,-0.4105771106369182,0.12370865490811642,-0.3460743804895771,-0.06927308513000072,-0.341690541427876,-0.31284858472998156,0.20307481096747937,0.20181720956293167,-0.3551804497459717,-0.2726714486998689,-0.29093994140632523,-0.7762566185679114,-0.5738578783624977,-0.39521581399001576,0.1956775474785044,-0.10243448382373932,-0.5997037350866989,-0.2818841124880018,-0.4806949176359177,0.3791712117557843,-0.540495151368064,-0.21614631302832477,-0.1792078288894845,-0.10975897480460944,-0.10962339987800884,-0.25854987287161474,0.3679460913573003,0.8507335950124892,0.3707074796825012,-0.05325252596433924,0.21782781416103109,-0.09113766508946962,0.757358987904676,0.9630661483054562,-0.04149402600066685,0.9862678391655435,0.9864831240410169,0.5453988372123468,0.6337893840104096,1.0,0.5776734943653336,0.8994621531176962,-0.14578075324571899,0.5409792493792629,0.053520451297975315,0.4982604869672426,0.22869210723936992,
MGC=F,-0.47770815872022415,-0.11516518086922377,-0.2833966427476652,-0.017705693986907724,-0.194771468983183,-0.19445235918578047,-0.010817714457767053,-0.011211785086522267,-0.18694958403192138,-0.2223561071271276,-0.12628203699386736,-0.4724264886015755,-0.27735703235575504,-0.1666769582294022,-0.10299944079975015,-0.020454123560468978,-0.2830495562431597,0.189966640935176,0.14030773273600206,0.1564496595095665,-0.2189351417069334,-0.06703658239595259,0.05342120120166977,-0.25142277755360765,0.18358012124043374,-0.236841724839702,0.2019035525338745,0.47649542593406824,0.324480712793953,0.08088709738388027,0.1653240217723247,0.15890560727542558,0.514016313581705,0.5276831087844904,0.04322586081543153,0.5543963137234401,0.5545260427380757,0.6996042353282204,0.3163650776725782,0.5776734943653336,1.0,0.5864117349377993,0.09625805904307776,0.4499857981433149,0.2794341400802939,0.4349004188557028,0.4086685785938035,
PA=F,-0.49690523953892196,0.03597836833132021,-0.41205272034275586,-0.12486150437072147,-0.25727613971744306,-0.24358167466550518,0.19885674378122664,0.19902809169551247,-0.2629111281007719,-0.32389193419911794,-0.23787904722929107,-0.657556470579819,-0.5151875844657974,-0.27158799974013864,0.076606626302332,-0.07195542288663224,-0.5019743462216038,-0.24809661291707089,0.5250260281370377,0.21687931362634322,-0.4204171432263686,-0.23969435404842288,-0.14572526015292675,-0.16644300152172778,-0.06694334340726586,-0.2650140779686727,0.36383635995254265,0.5448353569882154,0.31760992473295757,-0.0015240521423189781,0.21305814786416624,0.05966534987059838,0.6575878980270727,0.8714724378532377,0.05227488477191787,0.8715358299972172,0.8717237002476674,0.5193682111283227,0.5850233990989647,0.8994621531176962,0.5864117349377993,1.0,-0.06184824108923181,0.6556441020228297,0.17848105463094543,0.4796200223089378,0.3535551508236156,
ZT=F,-0.5036257028793699,-0.9984121498426378,0.24814497300201782,0.19106249609743345,0.25417830279026205,0.3028069572426022,-0.9513443726431338,-0.9510381697593958,0.28732111864219506,0.287057782538427,0.30764133824319334,0.3865150653217623,0.5826638523225075,0.45378110196435356,0.0645387227504706,0.384764922819998,0.4931241629177191,0.42032941910288263,-0.32919875372199514,-0.3545834758657957,0.63383355287876,0.3016369317610992,0.5421546142895357,0.582674288306191,0.5677644293545118,0.5331404847321394,0.3226825501625159,0.3381025602471163,0.33097554969197546,0.4329576157908975,0.519811931235885,0.5498391918194084,0.023588356507876312,-0.36888680295493964,0.5660276781882073,-0.249808107081149,-0.24416603069945392,0.5225667623014807,-0.4523903692563678,-0.14578075324571899,0.09625805904307776,-0.06184824108923181,1.0,0.384536657002266,0.890604729447685,0.11435235390068174,0.6816461737333837,
GC=F,-0.7124042624447253,-0.4128365360040044,-0.47486821953807523,-0.06699826970089512,0.138082862444761,0.14252859003661444,-0.20869948896533327,-0.21067949150117635,0.16733722377256485,-0.4321951171826524,0.16733800483866212,-0.09785972932410497,-0.1601786164996122,0.12131319730730264,0.29781384576804637,0.062192836121987415,0.11712087278213858,0.08348010071871492,0.1346371941430167,-0.4732011894814273,0.14007170479977582,-0.3668459398902094,0.3214551122561287,0.242593429275205,0.38035143094836754,0.31385396547005207,0.6157530361877335,0.4774675377591571,0.47669910147788797,0.5284829387773218,0.6108806022087798,0.47177209827729716,0.5403359022138168,0.39187711097231365,0.7091909153864631,0.4233104397744676,0.42311458523952694,0.7006475854679631,0.12046785829901917,0.5409792493792629,0.4499857981433149,0.6556441020228297,0.384536657002266,1.0,0.6718016826068766,0.3997706652977962,0.7219956251887452,
ZF=F,-0.7857624467835248,-0.9011468952870774,-0.13845912718890546,-0.055777005668218575,0.10192806477161494,0.12927216456020077,-0.7642544020267479,-0.7624171165129833,0.14591623119323302,-0.09629620589514998,0.1604166174720236,0.20006242972437507,0.26505992024187436,0.24816749430405122,0.014644784777605719,0.16415612796210052,0.34925180248794396,0.24818848640085403,-0.23880397318617635,-0.463160919956151,0.4399879525674521,0.0287525334780149,0.42814685220121695,0.3737386981476591,0.4866124440665131,0.4672778396499019,0.3317322062974971,0.24445739904251293,0.2904048845541053,0.5103501312571128,0.5457448717796327,0.5607061194223151,0.12420568424316225,-0.17237314593746164,0.6561443882657768,-0.07842806822632092,-0.0729740721126501,0.5620292013200524,-0.18448411959632854,0.053520451297975315,0.2794341400802939,0.17848105463094543,0.890604729447685,0.6718016826068766,1.0,0.40143363308522073,0.9188908627399437,
ZB=F,-0.8371929088000817,-0.1345428802591262,-0.545705992557781,-0.6372642175432724,-0.7743499920022933,-0.7517068115168236,-0.05403635774345256,-0.04976698206466479,-0.7484957107031686,-0.42658666133486306,-0.7036663159207264,-0.6837078719792793,-0.6286791299369292,-0.6848289788633835,-0.43543143143582475,-0.5236610644706307,-0.626134757499932,-0.5111341362255788,-0.5507453387680259,0.24404988281042073,-0.5698248921472928,-0.08107491600557226,-0.4926146081908111,-0.33916929646843674,-0.3902350060862647,-0.2847993437548076,-0.30139727177657255,-0.10316255402808366,-0.25747490667212225,-0.25366291448257755,-0.1798695438760873,-0.21127134872221756,0.1986632164770149,0.4161643669987784,-0.12931892549432433,0.4522329021961093,0.4555729236365255,0.08489013306948019,0.713353224978777,0.4982604869672426,0.4349004188557028,0.4796200223089378,0.11435235390068174,0.3997706652977962,0.40143363308522073,1.0,0.6881632206608065,
ZN=F,-0.9581053128316436,-0.700002913699626,-0.3673977911380723,-0.3325326952512339,-0.1892113682468193,-0.17717672967379997,-0.5309225546012731,-0.5274207354354913,-0.14876855398262956,-0.28045289992815325,-0.13691137180056498,-0.08816988460644454,-0.07249090460380402,-0.0743572526707115,-0.19389550856440527,-0.11780599031847794,0.040116053940547486,-0.014273116563511374,-0.3378036009190204,-0.32512101560727885,0.11703625348207335,-0.0654466362283495,0.1413691282244315,0.1224602896307921,0.20684406116267953,0.22877432250503438,0.14356511434483302,0.07879618377505984,0.13459530889703564,0.31723761072439166,0.33058789659526994,0.37310090675462615,0.14840470034322845,0.034966826061354636,0.47634337952104505,0.10568411995060745,0.11080443504041916,0.3971367733758863,0.16361172475950847,0.22869210723936992,0.4086685785938035,0.3535551508236156,0.6816461737333837,0.7219956251887452,0.9188908627399437,0.6881632206608065,1.0,
trending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
