,^GSPC,ES=F,NQ=F,YM=F,^RUT,PA=F,LBS=F,UUP,ZO=F,CT=F,MGC=F,NG=F,JPY=X,DGS2,HG=F,ZL=F,GC=F,KE=F,DGS3MO,^IRX,ZS=F,KC=F,HO=F,ZR=F,RB=F,ZM=F,HE=F,ZC=F,CL=F,DGS10,BZ=F,LE=F,ZB=F,CC=F,GF=F,SB=F,SI=F,ZN=F,PL=F,ZF=F,EURUSD=X,ZT=F,AUDUSD=X,GBPUSD=X,BRLUSD=X,trending
ZB=F,0.01143318548847185,0.00791375249690855,0.04908014091279956,-0.032584882487013266,-0.06407117701319703,0.1289291076330967,-0.1324773997524033,0.2950570577827892,-0.28433709512709726,-0.4817005857786214,0.16800903186627333,-0.49435404864340676,0.035910770259411036,-0.4331589408954725,-0.45377611761685555,-0.3777813932623232,-0.03599406219350459,-0.43574172024487634,-0.3199231527859414,-0.32417842112429096,-0.4570278976394971,-0.31747882411969736,-0.6829581743003634,-0.2631175116649742,-0.6559941641163088,-0.46794282655322145,-0.527632135479011,-0.440970560459852,-0.704865760111041,-0.8218087402814426,-0.6976552993483832,-0.3614308483311331,1.0,0.1936519079329268,-0.25840983451847727,-0.280679288368082,-0.26394490594449826,0.6943793080839795,-0.3584951201647437,0.5256229915470125,-0.3888749988852545,0.4222161297630194,-0.40867280519417254,-0.23620842429914862,-0.35733249408283163,
CC=F,-0.055325253548415304,-0.058029905499165944,-0.09836040327487885,-0.12309361816338246,0.013749331806016932,-0.26767397101031715,-0.06741378511448218,-0.020735899223548612,-0.188783561222829,-0.2404067931338203,-0.04226491992676112,-0.16608186502909494,0.4347301150347244,-0.20026448980510592,-0.2999153909147387,-0.24754831904408042,-0.48278328014279004,-0.18656012981551384,-0.3541729486893849,-0.3533478321061111,-0.2538099398827602,-0.1433967278442183,-0.32367045948175643,-0.2602827677153455,-0.24351442306448562,-0.14094810006990124,-0.10122377197458364,-0.318680812931439,-0.3074471063325584,0.013348976501153834,-0.359993819305372,0.49371352577955846,0.1936519079329268,1.0,0.6113832732600469,-0.3087524241507719,-0.39672288109481835,-0.01814253081911574,-0.14365121193080452,0.02641573275444538,-0.21484908560567395,0.21392863316178576,-0.24669303977326315,0.35059663792736157,-0.21548876473599485,
GF=F,-0.0738690725318359,-0.07483839953403645,-0.11058572648540796,-0.1351712499501629,-0.02823926406024726,-0.22304559912450087,-0.06316849406271645,-0.08202463824002139,0.07238688113670598,-0.03813820502616343,-0.1062998084913773,0.15373915679666078,0.3891947290028111,-0.13920738806930394,0.002406556737546239,0.009202424872142234,-0.3087577626859656,0.10110812953609352,-0.30026582297802207,-0.2974929419640379,0.032596314890402545,0.18520847450856642,0.09736501507824424,-0.06985489327244798,0.13296700811590542,0.11364988394744538,0.34561284256726327,-0.018899135895073957,0.09103868325714079,0.2212312551055671,0.05706487055829868,0.8899296916509853,-0.25840983451847727,0.6113832732600469,1.0,-0.14105333084395622,-0.15080346347202025,-0.16374223627094422,0.16385468284952698,-0.0658846603409739,-0.053081639491206055,0.15079310878995278,0.03073101888493094,0.5216221244771916,0.05901054774645929,
SB=F,-0.09152975771920456,-0.09140984890918714,-0.037863889471911945,-0.148618277574075,-0.15828622475868734,-0.04967095188028014,0.17070143038023963,-0.31220966559162083,0.3794668118877798,0.47820893394713593,-0.13619304764720847,0.3521290192852151,-0.47954880747880196,-0.24349988977666553,0.5399490569874851,0.6459870667962128,0.5081860423895112,0.5136794790850984,-0.35181377879002657,-0.35018342003694397,0.6013486393613514,0.7474080262795659,0.5887331083024776,0.3786951569795727,0.5999738948394121,0.3184174543276462,0.44517783501223307,0.6370576908070448,0.650325855539127,-0.08246884178207997,0.6492274781629405,0.011573708884610194,-0.280679288368082,-0.3087524241507719,-0.14105333084395622,1.0,0.7733170559074084,0.15642463285909514,0.6351332326885312,0.26845479012836737,0.3636678560120279,0.23390723968630187,0.6345234213699376,0.16997967151939775,0.5103342360224313,
SI=F,-0.16258181507062938,-0.16303394754224645,-0.08414491470043307,-0.20185987514607903,-0.2488814768865824,0.013564464169567081,0.1888072346136752,-0.47376085883771824,0.39585608406245637,0.4208562017298229,-0.0407586475960128,0.221700900976095,-0.6831764493568069,-0.3400042916660135,0.6808559203363603,0.6335186424904109,0.6946353654242196,0.5990731345965358,-0.3625391917780326,-0.3614195471993952,0.6695440818413183,0.6004747274068358,0.6496166715116165,0.5919784505885983,0.6488402181292617,0.47783230503225543,0.528891091367854,0.7712599215372336,0.7031029626619285,-0.2181570113805823,0.771795163574376,-0.0026692982111604533,-0.26394490594449826,-0.39672288109481835,-0.15080346347202025,0.7733170559074084,1.0,0.32517101509040314,0.8304315731509015,0.4248727307795349,0.6132033230982136,0.33550621951019144,0.8020805575233542,0.39561349943142443,0.635204077207185,
ZN=F,-0.4297749051587007,-0.4333179710555641,-0.34554514169126127,-0.4905506609317045,-0.5348083088935922,-0.15971135232537942,-0.3224440596061254,-0.2892807733059762,-0.25517903469177,-0.46700084587777796,-0.06698439263598553,-0.5399366084190889,-0.5522572715243643,-0.8773690728555442,-0.19149425005962306,-0.18126316350888513,0.15222288345505877,-0.21345296440292064,-0.6917849521315185,-0.6923827568859514,-0.15453599184104047,-0.0700776797475618,-0.3584514101689856,0.039129328603015184,-0.3318069698905417,-0.20740128629684002,-0.19861126698689976,-0.08092374554453868,-0.29602468354210143,-0.9609947296941833,-0.22722233589775798,-0.25595377816344156,0.6943793080839795,-0.01814253081911574,-0.16374223627094422,0.15642463285909514,0.32517101509040314,1.0,0.36404239612424943,0.9628196325983392,0.2582002852054697,0.8690899259829518,0.30654358345801425,0.32077840445978234,0.33098196992728457,
PL=F,-0.5390213466580757,-0.5400451713048409,-0.49320623605094266,-0.5774193884002443,-0.5585830022600824,-0.40828352139585716,-0.1518274821761003,-0.7837061785155727,0.06822059733251035,0.09220305223382148,-0.27698562331849397,-0.02487699974769797,-0.7283003895685489,-0.5642689978961228,0.3929585566534046,0.32761408982233176,0.26543905950584273,0.34511047252713434,-0.5373538163954522,-0.5340295616345743,0.45678699873050477,0.39159843521033066,0.4668251933002785,0.3658559341678918,0.4893454519257099,0.3858872259588281,0.43337607253794747,0.5186892505780419,0.5740880636819686,-0.1617462528222228,0.6477566417726992,0.2196809107876087,-0.3584951201647437,-0.14365121193080452,0.16385468284952698,0.6351332326885312,0.8304315731509015,0.36404239612424943,1.0,0.5424821621085216,0.8011857617012969,0.571689254072704,0.953423851487181,0.7572688814743536,0.8880450514408949,
ZF=F,-0.5561430621764551,-0.5596314600675434,-0.47301469632709575,-0.6253350161878074,-0.6379317166574402,-0.31277435767651535,-0.3789109083752193,-0.4780899221988013,-0.26791899537404584,-0.4304898144022344,-0.19891398727331802,-0.5199682683252975,-0.6343434001063121,-0.9608174493554525,-0.14034841665946957,-0.1387686437414885,0.09855883041189935,-0.16554457154609925,-0.7985484178312924,-0.7972717758002434,-0.08495724222481238,-0.00675529697483069,-0.2680028023953012,0.07219424370147984,-0.22929934542735714,-0.14299760127676941,-0.10887773823710759,-0.013224037344302421,-0.170203680243383,-0.8643736401896798,-0.10174179818624678,-0.1457228646520667,0.5256229915470125,0.02641573275444538,-0.0658846603409739,0.26845479012836737,0.4248727307795349,0.9628196325983392,0.5424821621085216,1.0,0.42624646407020483,0.9568353559023692,0.4865485113310727,0.513664592685274,0.5072781914015538,
EURUSD=X,-0.5740261232050641,-0.5753473129096819,-0.5371165323935864,-0.5530613983737203,-0.5340323519522925,-0.43097818696085327,-0.24291559861222495,-0.907271944359501,-0.15194085733563775,-0.06402179880793114,-0.3886416392752924,-0.2344434110508452,-0.8197157039393,-0.4335106104264534,0.24740811548858038,0.017212229686616603,0.08068385209889344,0.0537261745217802,-0.2806023603133303,-0.278896536419673,0.1692794921314176,0.07913588034910045,0.25576791008832067,0.22430205426514857,0.24665328751871746,0.22637412392233386,0.16965190503650587,0.2240333588742778,0.40683672910495383,-0.04824018684767319,0.4847474146640658,-0.02506323102948902,-0.3888749988852545,-0.21484908560567395,-0.053081639491206055,0.3636678560120279,0.6132033230982136,0.2582002852054697,0.8011857617012969,0.42624646407020483,1.0,0.44597418168069064,0.8676278360224425,0.6913262219336719,0.8434981671302781,
ZT=F,-0.6096921390554135,-0.613579974051701,-0.5453750180461632,-0.6913580494043329,-0.6535263753066001,-0.44054891567504556,-0.4210082053476767,-0.5533164971942908,-0.3090842938225114,-0.4415518416417946,-0.2976916575727568,-0.516685274842906,-0.5369820573981463,-0.9987605618577666,-0.1811866411071191,-0.17950451819280475,-0.07028172395051609,-0.19694896527414657,-0.8895684980708781,-0.8867938603476881,-0.11949336551674028,0.0003811130791686664,-0.28366954211102896,-0.00513553079156668,-0.2264690468325993,-0.15227742609862197,-0.08104823001215562,-0.08005280739724746,-0.1628345071081842,-0.7429518063665282,-0.11758901855336878,0.056220500889983566,0.4222161297630194,0.21392863316178576,0.15079310878995278,0.23390723968630187,0.33550621951019144,0.8690899259829518,0.571689254072704,0.9568353559023692,0.44597418168069064,1.0,0.4937637229473337,0.6569323169833912,0.5389575643710319,
AUDUSD=X,-0.6266814260679993,-0.6270179237709907,-0.5823934637181162,-0.6373248462091701,-0.6263921089580635,-0.5002479891338112,-0.25610896426152346,-0.8550911213542685,-0.058542271081204425,0.031694471369483265,-0.37573350522840804,-0.09203425762510671,-0.82928956874291,-0.48425192281599944,0.3173032688484051,0.2277104173615133,0.18692689161122042,0.2437777641888579,-0.4012411616837213,-0.3970923153030135,0.36698819682614336,0.29461738222324957,0.41038815375597015,0.28018322207418256,0.42855310450570255,0.3127728943999465,0.3294846673327234,0.45438879212997385,0.5252557647518495,-0.08652001880965646,0.6158213551865438,0.088646180547893,-0.40867280519417254,-0.24669303977326315,0.03073101888493094,0.6345234213699376,0.8020805575233542,0.30654358345801425,0.953423851487181,0.4865485113310727,0.8676278360224425,0.4937637229473337,1.0,0.7218628503485687,0.948470298474325,
GBPUSD=X,-0.6733413145728521,-0.6754602398629346,-0.6542529473434493,-0.7196403222747938,-0.6302071851140929,-0.6512833253875433,-0.36527297341378284,-0.8181410676787834,-0.24377096985983576,-0.23788197799009766,-0.4218623605620428,-0.3053324763636127,-0.4640984859282405,-0.6361229700875389,0.025732674964747328,-0.0721889765503866,-0.22381397903186917,0.008613920905941558,-0.6209662673012323,-0.6161850850829937,0.06868420577976272,0.053285893573722445,0.060317064523758755,0.07006822117394344,0.12134685983135533,0.12882930103230042,0.213192259928243,0.11644141287091454,0.18256290080808998,-0.10290842368127738,0.24231836389621594,0.4783426839296498,-0.23620842429914862,0.35059663792736157,0.5216221244771916,0.16997967151939775,0.39561349943142443,0.32077840445978234,0.7572688814743536,0.513664592685274,0.6913262219336719,0.6569323169833912,0.7218628503485687,1.0,0.7322126872066291,
BRLUSD=X,-0.7897210598737544,-0.7899399918814582,-0.7608351824822852,-0.7846438537361304,-0.770057111067684,-0.653775373679518,-0.461836351241992,-0.8785153129783737,-0.29442697007360824,-0.17163114898631884,-0.5616696649839287,-0.27740103822429407,-0.8323471981824582,-0.5247470219116303,0.07425162163923756,-0.0013168897873546447,-0.02915782809435996,0.015991812924437392,-0.38271595922184165,-0.37934237875961524,0.13907929869152555,0.14154029613303265,0.22580787174468422,0.08639259641347853,0.24130208613988785,0.11787119894648075,0.162975387748727,0.23763401199176573,0.349827023976912,-0.09542807731159468,0.44075456471436447,0.05218423421186768,-0.35733249408283163,-0.21548876473599485,0.05901054774645929,0.5103342360224313,0.635204077207185,0.33098196992728457,0.8880450514408949,0.5072781914015538,0.8434981671302781,0.5389575643710319,0.948470298474325,0.7322126872066291,1.0,
trending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
