,DGS2,DGS3MO,^IRX,OJ=F,DGS10,YM=F,ES=F,^GSPC,JPY=X,UUP,NQ=F,NG=F,CT=F,LBS=F,PA=F,ZO=F,HO=F,RB=F,MGC=F,KE=F,HG=F,ZL=F,CL=F,BZ=F,ZC=F,ZM=F,ZS=F,RTY=F,GC=F,SIL=F,HE=F,KC=F,ZR=F,LE=F,GF=F,SB=F,CC=F,SI=F,EURUSD=X,ZB=F,AUDUSD=X,BRLUSD=X,PL=F,GBPUSD=X,ZN=F,ZF=F,ZT=F,trending
KC=F,-0.0002753119277572714,-0.3016125450786026,-0.30389098216639177,0.0697965676909055,0.09948455753513712,0.2640095146166088,0.348474280422237,0.3476774373915361,0.004923723222159467,0.05028615774574198,0.38608376323516325,0.6368759089028677,0.7434231249668388,0.5741421964689339,0.30836157624115806,0.7506289020102895,0.7221367716638988,0.732605164631794,0.10361087795084244,0.7392184766970274,0.7587042091142722,0.8326520573173926,0.731176707132925,0.6733628759848466,0.7239481563361329,0.4924490670719066,0.7429958854206736,0.8082826415489677,0.6229185734910634,0.7393630055609556,0.7051948180877954,1.0,0.5915577210727356,0.4025226831237863,0.22715472350831406,0.7297332189522043,-0.08031499698255573,0.5832386515850082,0.07936635151104061,-0.3400807296127071,0.2896231670147769,0.13256230875855057,0.38232566489627184,0.08089909111742537,-0.12617412101687395,-0.05215389057903539,-0.021799926350514864,
ZR=F,-0.01728551109274562,-0.207951537783687,-0.21008323403453413,0.7788589798323202,-0.011290867233399284,0.25186799355085093,0.30612355133061536,0.3039713449475842,-0.10034892811149144,0.07052998299791476,0.3727759717725233,0.5680238618401355,0.6390526843640751,0.48248491558256373,0.45564513599435696,0.7187937658194934,0.7177632620358386,0.709408745594018,0.3992186960753025,0.7930731858608314,0.7402656149837005,0.7565543014877791,0.6801103653516115,0.6831119170939493,0.782290836176577,0.6765931319958691,0.7939901435919523,0.4654918010250339,0.76851720209479,0.6203345418133279,0.678350670754085,0.5915577210727356,1.0,0.05239185958961898,-0.08378700683349376,0.39448638881909354,-0.26464666587225144,0.5985086549819697,0.20675886205052074,-0.266273522394665,0.26688094103115934,0.07249425539535281,0.34439809834800456,0.05917843793970045,0.015374459195727838,0.05726899202811977,-0.0055397360720798195,
LE=F,-0.05350502618857181,-0.3023380619601639,-0.2999539812135776,0.10103035017207282,0.3516428970911044,-0.05901771347924271,0.010932896789792977,0.010313456995417131,0.35080688065255045,-0.16033159405948552,-0.024269469386613524,0.3201763039607733,0.22275951180708745,0.17758334741957407,-0.15330710517122537,0.299915962868098,0.3125223082488863,0.3397880635952644,-0.053965785995474434,0.34557022091652895,0.2620065468738055,0.25719339941996616,0.3222105371135793,0.27625663613976653,0.20640583617811623,0.2911389564789214,0.28306133550733087,0.7691770010245476,-0.1520658427556971,0.19088305267148184,0.5179627466860638,0.4025226831237863,0.05239185958961898,1.0,0.8894250448196056,0.05057174651750666,0.514168958519032,0.03226541406349998,0.07074852020454213,-0.4370517327289845,0.16827438761336647,0.1256878712828913,0.30829699504043445,0.5228582416226156,-0.30307993028034347,-0.16593441826020486,0.05920072274985383,
GF=F,-0.14838613450319776,-0.31633023775690944,-0.31293226762112875,0.26182388990839306,0.2656282219746821,-0.17343796794061875,-0.1145340991966821,-0.11568550714219719,0.36322508635068107,-0.1609119022912146,-0.15381594124307138,0.1563031018009986,-0.026052640381816122,-0.06221926420673854,-0.25761628527966063,0.08409494538190868,0.13627899242598754,0.17704480795040006,-0.1328775589236869,0.11948785081400443,0.0369747425157735,0.020437746256310684,0.15149130899279545,0.11385388837742416,-0.02430783330025366,0.11955886698820942,0.05514365856369408,0.7478045650001488,-0.3233106205988877,-0.008765976690789552,0.38686921809895514,0.22715472350831406,-0.08378700683349376,0.8894250448196056,1.0,-0.11626452923715451,0.5989820393813895,-0.12805338526538734,0.037005310971066394,-0.3266210561080898,0.10872917265542649,0.13639382928397836,0.25045208304209,0.5501182669814447,-0.20235209726841144,-0.080199628205248,0.15854663107503922,
SB=F,-0.2116252075485211,-0.3542157541466901,-0.3546851662410618,0.10509518337722665,-0.04613757393409673,-0.12714530765699658,-0.06354975237334565,-0.0636703427834962,-0.44114920278917186,-0.28713510162144057,-0.01540797323440953,0.39486574250075657,0.483133587366821,0.2102356792226976,-0.05649703932987231,0.39179498622819914,0.5763813843365603,0.5961016088305724,-0.06822327240913932,0.5237432649958242,0.5164613760207305,0.6434448561220107,0.6395464852427276,0.6300669495486025,0.6402885699935998,0.38514003808635894,0.6300437153895605,0.8709980269391113,0.4779919855118893,0.6797220266573801,0.46505139924037864,0.7297332189522043,0.39448638881909354,0.05057174651750666,-0.11626452923715451,1.0,-0.21396037022286132,0.7587924925018077,0.3208939306377396,-0.2551264175204783,0.5990163068798401,0.47179875715666114,0.5938382221865824,0.17593776771521066,0.11348560799755786,0.22338724091574164,0.19872301592323396,
CC=F,-0.28058531717822194,-0.42590329476484656,-0.42458915290261445,-0.5715591740365384,-0.005617438462577396,-0.18774308560849917,-0.11496683345462662,-0.11215757102850375,0.38745360410641094,-0.10151186775424155,-0.15496499544417075,-0.13579395219838297,-0.2265777411569072,-0.0906063161591126,-0.28702527681900847,-0.1816500312805861,-0.28403340840226543,-0.19861016419723207,-0.07722243133499031,-0.17062294094721936,-0.2986921264815309,-0.22763374931114796,-0.24829609655862922,-0.3067095728792202,-0.3076654503597991,-0.07879363890653023,-0.19257832721779453,0.4658646849370433,-0.4729184304495949,-0.11660166602197315,-0.0011866386638221262,-0.08031499698255573,-0.26464666587225144,0.514168958519032,0.5989820393813895,-0.21396037022286132,1.0,-0.3597887664554505,-0.12067175931305425,0.15128943863384647,-0.1645932795304044,-0.12554644658098366,-0.0362300509531431,0.40628228600307476,0.020562364130674703,0.09050663071993072,0.29265961642590743,
SI=F,-0.31685972811958085,-0.36441561167321623,-0.3638855994159168,-0.32930539518388496,-0.18488048064513649,-0.17124743213286622,-0.127166237774312,-0.12647983148245062,-0.6478213781770591,-0.4193391126268127,-0.05052731768573225,0.27155044615164986,0.4169127495834363,0.2303026090177343,0.0307558152490127,0.41475532569413065,0.6323284763013317,0.6402952026797734,0.0664617251815269,0.6032770708243649,0.6711055183619838,0.6313619454091448,0.6878340484173064,0.7487068905856442,0.7677570172410851,0.5381164705500378,0.6933117273264001,0.8311110796262275,0.6801662071719508,0.9999998641663529,0.5153073627375775,0.5832386515850082,0.5985086549819697,0.03226541406349998,-0.12805338526538734,0.7587924925018077,-0.3597887664554505,1.0,0.5489309976232377,-0.2464283393550237,0.7706030862584893,0.5931029408749381,0.7862001228999378,0.36067067855648255,0.28397691071275327,0.3859665900536526,0.30661433405973026,
EURUSD=X,-0.4242325122601465,-0.2821313303091259,-0.2771963858416492,-0.7167109057519577,0.018110725470307492,-0.5516998273528402,-0.5677885989778517,-0.5662360882557064,-0.775217839472445,-0.9057834676372823,-0.5348055469458286,-0.1520782033617699,-0.08823815183686341,-0.24184394209466503,-0.43512347062160983,-0.1314415239889373,0.24979049484149207,0.24419263988006965,-0.34051113543277794,0.03504722498289488,0.20960728360650774,-0.029029604389516916,0.4104530358015066,0.4846142013691512,0.13327244043196387,0.2646817523017603,0.16176927021320409,-0.08878500088921608,0.0004692422205609099,0.089781666411723,0.2125480567953887,0.07936635151104061,0.20675886205052074,0.07074852020454213,0.037005310971066394,0.3208939306377396,-0.12067175931305425,0.5489309976232377,1.0,-0.41152453235013436,0.848102990576865,0.8303102076079745,0.7954001397409203,0.7118106568414887,0.18187891689390767,0.3692304702256276,0.4329185945495751,
ZB=F,-0.44297065041830336,-0.296481152288084,-0.2991616934406329,-0.8410334099417537,-0.8487328067789045,-0.0174780192933493,0.015949382238454442,0.019485217971117245,0.0045954198909973236,0.3201404777992955,0.05960763143977578,-0.5342805122782318,-0.48805523183527433,-0.13895969098441208,0.16548629409713164,-0.33871891643660773,-0.7011839923125913,-0.6659021976077063,0.16580129066242716,-0.45818551282985914,-0.4785559098410681,-0.3798554958190439,-0.7205070944111652,-0.7193198392219526,-0.4178055573197537,-0.454859340980601,-0.44648992158645473,-0.369417496804343,0.016087103239735136,-0.19163405270464928,-0.5072325076880231,-0.3400807296127071,-0.266273522394665,-0.4370517327289845,-0.3266210561080898,-0.2551264175204783,0.15128943863384647,-0.2464283393550237,-0.41152453235013436,1.0,-0.4247030991047479,-0.3703431368705367,-0.3745463744045904,-0.29168935936157814,0.7374058412664247,0.5667253128313354,0.4341702425129407,
AUDUSD=X,-0.45673224276174257,-0.3984715573831712,-0.3937275803568883,-0.3284423556013191,-0.015691713453755817,-0.6415227461119037,-0.6273641416702281,-0.6269307580639986,-0.7965856028890675,-0.8487993338337586,-0.5875955048914556,-0.032498517489428995,0.016794172203435136,-0.2436147995013843,-0.5150016609668945,-0.041534208653835974,0.40775797791298835,0.4325576872206776,-0.3280860962995641,0.24068152465258244,0.29615035722842703,0.20380041450617012,0.529892754029888,0.6171956847824854,0.40438415731569693,0.34633864177942997,0.36668396937799147,0.4518697030146433,0.11833313975943109,0.22453180371664877,0.3427253592456718,0.2896231670147769,0.26688094103115934,0.16827438761336647,0.10872917265542649,0.5990163068798401,-0.1645932795304044,0.7706030862584893,0.848102990576865,-0.4247030991047479,1.0,0.9478374195606828,0.948857525608225,0.7387671940409024,0.22620827954869194,0.422347455897516,0.4635271440523251,
BRLUSD=X,-0.4966327645227791,-0.3715700295618505,-0.3668177528374254,0.5619164378055641,-0.028315483213718757,-0.7883607338485573,-0.7914192109857751,-0.7910966362704548,-0.8028670068541056,-0.8763955772171489,-0.7670481359563537,-0.2167521624412385,-0.18941669696911123,-0.4575452137291216,-0.6614172715156076,-0.27403398165214293,0.23073325769213843,0.24975643746884815,-0.5239429048644956,0.011314748948279333,0.05170344793554683,-0.025430751333109052,0.3617422828072685,0.449847649872495,0.17953399934804717,0.1411654557429793,0.1323734478483272,-0.378813748836908,-0.10066357868136996,-0.178567565794263,0.17930089096993046,0.13256230875855057,0.07249425539535281,0.1256878712828913,0.13639382928397836,0.47179875715666114,-0.12554644658098366,0.5931029408749381,0.8303102076079745,-0.3703431368705367,0.9478374195606828,1.0,0.8898231754855678,0.7512771625933339,0.25315454161259593,0.44384800432624977,0.5087228490426002,
PL=F,-0.5461521198630881,-0.5363520302686964,-0.5325925040098243,-0.47125316431019015,-0.08922982905744306,-0.5910591079099461,-0.5493942662664539,-0.5482476895502771,-0.6919489410639069,-0.7871798117574341,-0.5102600840939017,0.03221651344632968,0.061122171601368416,-0.14735906339231047,-0.4286137186055347,0.07330513571794092,0.4548844064606024,0.4851595581156637,-0.22712867707960846,0.3239268741029729,0.35490166474891127,0.2827219197809051,0.5721822194084258,0.6415182270684205,0.4460854346316462,0.42160202081758374,0.44745306106480104,0.8156743817671159,0.1836114495801407,0.40152119276213805,0.4518993062736429,0.38232566489627184,0.34439809834800456,0.30829699504043445,0.25045208304209,0.5938382221865824,-0.0362300509531431,0.7862001228999378,0.7954001397409203,-0.3745463744045904,0.948857525608225,0.8898231754855678,1.0,0.7814488363060544,0.2852672654039241,0.48163596227765015,0.5501754482114294,
GBPUSD=X,-0.6154074569724938,-0.6166485739706337,-0.6108108020267955,-0.7164258897202477,-0.01832087780101672,-0.727862028561267,-0.6801681736401335,-0.6780804583727026,-0.4398773617821581,-0.8317126004941072,-0.6639335007684815,-0.224867090155851,-0.2269159272467008,-0.3512671261883235,-0.6550846368876118,-0.21382250242642148,0.0872840559767932,0.15117021118824395,-0.403467693047269,0.01281114390422479,0.014546560004726403,-0.08224755937700702,0.22236777193387128,0.275644526490063,0.06683847970425012,0.17748605307707246,0.0921837047037098,0.3644825003870938,-0.27988197100700707,-0.11164220396872514,0.2585694229388485,0.08089909111742537,0.05917843793970045,0.5228582416226156,0.5501182669814447,0.17593776771521066,0.40628228600307476,0.36067067855648255,0.7118106568414887,-0.29168935936157814,0.7387671940409024,0.7512771625933339,0.7814488363060544,1.0,0.23105211354022157,0.45303201517060604,0.633032440496865,
ZN=F,-0.8615070006860157,-0.6527508502092065,-0.6524623884783586,-0.8363632958853631,-0.965046054245883,-0.439143132874966,-0.38535311007237105,-0.3814762996505015,-0.5284268700055589,-0.2100781318473903,-0.29562554725130313,-0.5503931167768364,-0.4937626911258427,-0.30212037356874083,-0.08906545858688425,-0.2998584619786494,-0.4205310589344025,-0.384544430089238,-0.006052845747115838,-0.2675620067721338,-0.25047569361251953,-0.22828450266948358,-0.35700022333924464,-0.29749278785114364,-0.13576845558523526,-0.21227426359016793,-0.18473768647137745,-0.27685388712790504,0.16278817387285854,-0.06980025485956122,-0.21422712653219772,-0.12617412101687395,0.015374459195727838,-0.30307993028034347,-0.20235209726841144,0.11348560799755786,0.020562364130674703,0.28397691071275327,0.18187891689390767,0.7374058412664247,0.22620827954869194,0.25315454161259593,0.2852672654039241,0.23105211354022157,1.0,0.9601804394772481,0.8533882586162743,
ZF=F,-0.9561870639897945,-0.7759581729952839,-0.7740662427907945,-0.8208050941002005,-0.8672335948525172,-0.5890747507847585,-0.5234008820637315,-0.5195639127280322,-0.6145602616442317,-0.41688467253509154,-0.43292128539938995,-0.5140697415334956,-0.4631723586380012,-0.35847339566877773,-0.25540309582248877,-0.3003440598505326,-0.32277015995877656,-0.2759085354835451,-0.13611163194559506,-0.2116391601324967,-0.19618549777323846,-0.18741205348378095,-0.2234853610213925,-0.16012095659180978,-0.07343605431424564,-0.13639863958001625,-0.1088424667814611,-0.20516960706069814,0.09796845458702448,-0.04771803356000929,-0.11233652401332858,-0.05215389057903539,0.05726899202811977,-0.16593441826020486,-0.080199628205248,0.22338724091574164,0.09050663071993072,0.3859665900536526,0.3692304702256276,0.5667253128313354,0.422347455897516,0.44384800432624977,0.48163596227765015,0.45303201517060604,0.9601804394772481,1.0,0.9523973617700308,
ZT=F,-0.998408069196256,-0.8742065535716418,-0.8709858112252701,-0.7850948335603599,-0.7291093594136866,-0.6768468241253577,-0.5977014896843672,-0.5936137773415919,-0.5269427426662487,-0.5291477247123667,-0.5257088522590438,-0.4909695813807398,-0.4691886253891915,-0.4030084235830671,-0.4024950153238711,-0.3300305492991934,-0.31108720230783865,-0.24703263041396478,-0.2523399376302145,-0.22569255133811209,-0.22424358911268238,-0.22029524622017702,-0.1861591705072825,-0.14300324432554593,-0.13620776584124766,-0.12990727934656687,-0.1268472024600653,-0.128773989351604,-0.07661507917746962,-0.06521867056379362,-0.04871884765412691,-0.021799926350514864,-0.0055397360720798195,0.05920072274985383,0.15854663107503922,0.19872301592323396,0.29265961642590743,0.30661433405973026,0.4329185945495751,0.4341702425129407,0.4635271440523251,0.5087228490426002,0.5501754482114294,0.633032440496865,0.8533882586162743,0.9523973617700308,1.0,
trending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
