,Date,buy_volume_pct,sell_volume_pct,daily_buy_vol,daily_sell_vol,net_daily_vol,20td_trend_vol,20td_tot_daily_vol,20td_trend_vol,20td_trend_vol_factor,20td_tvf_rng_div_2,50td_trend_vol,50td_tot_daily_vol,50td_trend_vol_factor,50td_tvf_rng_div_4,50td_tvf_vel,MIN_Lookback_One_Year,MIN_Lookback_2_Months,MIN_Lookback_1_Months,risk_trend_factor,risk_per_share,volume_factor,Adj Close,50tdBOLD,50tdMA-TP,50tdBOLU,200tdSMA,200tdSDev,adf,hurst,sector_50td_tvf_vel,Sector,Sector Symbol,Market Index,Index Symbol,shortName,beta,currentRatio,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,exDividendDate,forwardEPS,forwardPE,freeCashflow,grossMargins,grossProfits,heldPercentInstitutions,industry,lastDividendDate,lastDividendValue,lastSplitDate,lastSplitFactor,marketCap,operatingCashflow,operatingMargins,payoutRatio,pegRatio,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,sharesOutstanding,shortRatio,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEPS,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingPE
CSL,2022-07-22 00:00:00,0.2541346935944564,-0.7458653064055436,59543.75870918114,-174756.24129081887,-115212.48258163774,2935006.4331246326,6808600.0,2935006.4331246326,0.43107341202664756,0.18995326131748944,2935006.4331246326,6808600.0,0.43107341202664756,0.09497663065874472,4.53873135988066,202.35000610351562,275.1300048828125,275.1300048828125,1.0548454918470234,43.02998352050781,1.0795293769623495,266.0,230.22613096319694,249.58579884847003,268.9454667337431,239.22873401641846,13.50428626204279,0.9840244360118098,0.43871308972933576,2.3606751055652397,Industrials,VIS,SP400,MDYG,Carlisle Companies Incorporated,0.979991,1.875,109.341,2.16,0.0081,2.778,2.709,1004600000,0.18722999,1652659200,error,13.873898,163500000,0.29288,1324400000,0.93411005,Building Products & Equipment,1652659200,0.54,1174348800,2:1,13821594624,402400000,0.14606,0.2141,0.99,5.1347303,2.5759163,0.104940005,1.151,0.07492,0.2091,0.59,102.644,51698500,2.09,,291700000,5.659,2928800000,5365700096,error,2.145,0.00806391,26.681637
GKOS,2022-07-22 00:00:00,0.5428577211784141,-0.45714227882158587,246131.69078229298,-207268.30921770702,38863.38156458596,1353777.898350349,8352400.0,1353777.898350349,0.16208250303509758,0.07146820621806659,1353777.898350349,8352400.0,0.16208250303509758,0.03573410310903329,4.535793232043494,64.48999786376953,64.48999786376953,64.48999786376953,-3.516570646512405,12.370002746582031,0.8295939110682917,49.9900016784668,36.67440952240106,44.26243675231934,51.85046398223762,48.82535001277924,6.102127722963993,0.22312512553637648,0.4625180513549929,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
BMI,2022-07-22 00:00:00,0.40441195720061185,-0.5955880427993882,63330.91249761581,-93269.08750238418,-29938.175004768367,803976.9423072956,2524600.0,803976.9423072956,0.3184571584834412,0.14049932295833226,803976.9423072956,2524600.0,0.3184571584834412,0.07024966147916613,4.533219830217768,111.7699966430664,112.36000061035156,112.36000061035156,-3.770991334357519,18.340003967285156,0.8724298985687318,89.11000061035156,73.0633562144312,79.33875315348308,85.61415009253497,93.85019881248473,10.88904676516172,0.7142818239236967,0.45373641776110724,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
THC,2022-07-22 00:00:00,0.02330075656905489,-0.9766992434309452,94505.53856842972,-3961394.4614315704,-3866888.9228631407,12358787.368212473,44466500.0,12358787.368212473,0.2779347906449231,0.12374985361572093,12358787.368212473,44466500.0,0.2779347906449231,0.06187492680786046,4.491880717822762,73.6500015258789,92.6500015258789,92.6500015258789,-3.7233821773820073,18.689998626708984,1.878861962783039,63.119998931884766,47.515934503245646,59.969333248138426,72.4227319930312,73.53759986400604,10.445239890827807,0.7631570041134288,0.5067522779448342,1.7594236599693098,Healthcare,VHT,SP400,MDYG,Tenet Healthcare Corporation,2.401021,1.388,366.626,,,-0.682,-0.681,3483000064,0.18204,952905600,error,8.582764,1105124992,0.37401,7268000000,0.99566,Medical Care Facilities,952905600,0.026667,1349913600,1:4,6758541312,1136000000,0.13871,0,-1.47,6.221738,0.35324,0.04578,0.964,0.06237,0.39786997,-0.064,178.2,107723000,1.67,,1351000064,12.534,15072000000,19132999680,error,0,0,6.7245445
CCSI,2022-07-22 00:00:00,0.7801654093863677,-0.2198345906136323,88002.65817878228,-24797.341821217724,63205.31635756456,782265.6292407378,2253400.0,782265.6292407378,0.3471490322360601,0.15500595403290382,782265.6292407378,2253400.0,0.3471490322360601,0.07750297701645191,4.479170292547203,,,,,16.369998931884766,,53.66999816894531,39.64071474668232,46.28402826309204,52.92734177950176,55.58495000839233,6.483182296640967,0.015040560703378331,0.14070579790862459,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
RTX,2022-07-22 00:00:00,0.14285714285714285,-0.8571428571428571,464885.71428571426,-2789314.2857142854,-2324428.5714285714,12168373.436239192,81772600.0,12168373.436239192,0.14880746651371232,0.06673029850887117,12168373.436239192,81772600.0,0.14880746651371232,0.03336514925443559,4.459967056611616,89.9800033569336,106.0199966430664,106.0199966430664,-1.4835501027078806,13.069999694824219,0.6270493576453244,94.20999908447266,88.88767700379087,93.56625102996826,98.24482505614564,92.03606194496155,5.671790196650537,0.23078499753659426,0.45985128038765305,2.3606751055652397,Industrials,VIS,SP500,SPY,Raytheon Technologies Corporati,0.791826,1.162,44.715,2.2,0.0234,0.462,0.44,11349999616,0.17501,1660780800,error,16.361591,5404499968,0.19994,12525000000,0.80977994,Aerospace & Defense,1652918400,0.55,1585872000,15890:10000,140646400000,6829000192,0.106429994,0.726,1.23,1.9404149,2.1686954,0.06468,0.761,0.02696,0.060500003,0.03,43.365,1487219968,2.68,,6040000000,4.062,33098999808,64853000192,error,2.04,0.021653753,33.654804
IRWD,2022-07-22 00:00:00,0.5357134342185483,-0.4642865657814517,1089319.697139996,-944080.3028600039,145239.3942799922,10362283.81302594,45945800.0,10362283.81302594,0.22553277585820555,0.10158356364147068,10362283.81302594,45945800.0,0.22553277585820555,0.05079178182073534,4.440339908810476,13.34000015258789,14.270000457763672,14.270000457763672,-3.9454561743201455,1.6499996185302734,1.1006207893752176,11.789999961853027,10.979862097871239,11.580333342552185,12.180804587233132,11.808124976158142,0.724833454213996,0.014332082220125894,0.4227209719472294,1.7594236599693098,Healthcare,VHT,SP600,SLY,"Ironwood Pharmaceuticals, Inc.",1.184313,4.609,78.527,,,-0.083,-0.042,234038000,0.56565,,error,8.865671,170239120,0.82984,343348000,1.15529,Drug Manufacturers—Specialty & Generic,error,,1554163200,1194:1000,1944162048,261895008,0.56197,0,0.12,3.347422,4.6988473,1.27721,4.54,0.17237,1.5808799,0.004,2.55,163650000,7.61,,620129024,3.895,475801984,413752992,error,,,3.659889
UMBF,2022-07-22 00:00:00,0.4150956071111538,-0.5849043928888462,39309.55399342626,-55390.44600657374,-16080.892013147473,978564.2618815126,3291500.0,978564.2618815126,0.2973003985664629,0.13436379840506985,978564.2618815126,3291500.0,0.2973003985664629,0.06718189920253492,4.42530506126634,99.9800033569336,112.23999786376953,112.23999786376953,-4.627828807390728,11.930000305175781,0.7469417844705583,89.75,83.06860794148723,88.04809961954751,93.0275912976078,97.77352464675903,7.1031365280763135,0.6481838084744761,0.49465671191758814,error,error,error,SP400,MDYG,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
AMEH,2022-07-22 00:00:00,0.5167174133345083,-0.48328258666549173,173772.06610439514,-162527.93389560486,11244.13220879028,1080792.7165337182,4650600.0,1080792.7165337182,0.23239855427981726,0.10504277263501405,1080792.7165337182,4650600.0,0.23239855427981726,0.052521386317507024,4.424836634640612,114.55000305175781,133.22999572753906,133.22999572753906,-10.987476362564587,20.759998321533203,0.7815984125189412,50.970001220703125,28.80490949664509,38.80654989242554,48.80819028820598,55.90654984951019,20.122716016578714,0.611723575896014,0.47883259271925094,1.7594236599693098,Healthcare,VHT,SP600,SLY,"Apollo Medical Holdings, Inc.",0.373271,3.457,39.163,,,0.125,0.369,118396000,0.15298,,error,36.21277,41591124,0.22971001,177773000,0.3177,Medical Care Facilities,error,,1430092800,1:10,2836337152,70335000,0.13035,0,2,5.200652,3.6649208,0.09543,3.26,0.07551,0.10257,0.104,17.658,55549100,18.36,,286513984,6.363,202083008,773915008,error,,,31.6553
RMD,2022-07-22 00:00:00,0.3261660801058817,-0.6738339198941182,120942.38250326095,-249857.61749673903,-128915.23499347808,2938737.612032046,11487500.0,2938737.612032046,0.255820466771016,0.11565165112590296,2938737.612032046,11487500.0,0.255820466771016,0.05782582556295148,4.423982957104862,260.25,301.3399963378906,301.3399963378906,-4.068915977780888,41.209991455078125,1.021200414086885,231.75,188.4404866821176,208.58484929402672,228.72921190593584,235.8341181373596,21.946185420049662,0.7609513618804304,0.449969865049981,1.7594236599693098,Healthcare,VHT,SP500,SPY,ResMed Inc.,0.325,2.554,25.378,1.68,0.0085,,,1100116992,0.31081,1652227200,error,34.607037,201717120,0.57546,1889459000,0.6797,Medical Instruments & Supplies,error,,1283212800,2:1,34393546752,498185984,0.27872,0.31129998,1.36,11.365147,9.717083,0.22022,1.065,0.12993,0.26034,0.125,24.264,145723008,2.61,,201768992,1.38,832086016,3539493120,error,1.62,0.006990291,69.17351
FN,2022-07-22 00:00:00,0.336446887752798,-0.6635531122472019,39969.8902650324,-78830.10973496758,-38860.21946993518,1602908.4023310286,3479600.0,1602908.4023310286,0.4606588120275401,0.20948768854666305,1602908.4023310286,3479600.0,0.4606588120275401,0.10474384427333153,4.397955939305035,97.04000091552734,126.27999877929688,126.27999877929688,-5.190712169662601,16.150001525878906,0.9265452423348829,88.58999633789062,76.23474733490595,83.62571694691977,91.01668655893359,100.68147520065308,12.85990346805824,0.7099601074704183,0.4104590256321753,2.3056782865228764,Technology,VGT,SP600,SLY,Fabrinet,0.928921,2.88,3.223,,,0.383,0.381,213335008,0.10163999,,error,13.905213,58872624,0.11951,221363000,0.98337996,Electronic Components,error,,,,3258368256,134919008,0.08367,0,1.62,2.843115,1.5524622,0.08262999,1.835,0.06758,0.15514,0.249,56.868,37018500,2.43,,519870016,14.052,38647000,2098839040,error,,,20.623241
ATEN,2022-07-22 00:00:00,0.2711877283160379,-0.7288122716839621,105003.88840396986,-282196.1115960301,-177192.22319206025,5761283.783442292,15579100.0,5761283.783442292,0.36980851162405354,0.1682711621794567,5761283.783442292,15579100.0,0.36980851162405354,0.08413558108972835,4.395387858909094,11.970000267028809,19.049999237060547,19.049999237060547,-2.1607131098405548,3.3600006103515625,0.8788345687693729,14.270000457763672,12.983834863738613,14.523399980862935,16.06296509798726,14.516612377166748,1.0822081426742538,0.9274082865640622,0.3704517379997794,2.3056782865228764,Technology,VGT,SP600,SLY,"A10 Networks, Inc.",0.941677,2.307,12.262,0.2,0.014400001,1.667,1.39,45704000,0.17724001,1652400000,error,16.54321,45704752,0.79119,196537000,0.87004,Software—Infrastructure,1652400000,0.05,,,1016048192,63732000,0.1449,0.0806,1.01,5.4538054,3.9401412,0.38228,1.957,0.071490005,0.63469005,0.143,3.346,75824496,5.79,,164703008,2.172,22804000,257871008,error,0.1,0.007183908,10.806451
CRL,2022-07-22 00:00:00,0.7564336152430678,-0.24356638475693218,337520.67912145687,-108679.32087854313,228841.35824291373,2411494.8007664583,8326000.0,2411494.8007664583,0.28963425423570244,0.1320405756326523,2411494.8007664583,8326000.0,0.28963425423570244,0.06602028781632616,4.3870492513072445,397.6099853515625,460.2099914550781,460.2099914550781,-13.594621730766669,44.65000915527344,1.0005003242042296,237.00999450683594,203.2279199666085,224.48133341471356,245.7347468628186,305.37418733596803,66.78618361938426,0.7159336961059303,0.5674102893624406,1.7594236599693098,Healthcare,VHT,SP500,SPY,Charles River Laboratories Inte,1.228431,1.233,113.912,,,-0.049,-0.039,899926976,0.25421,,error,20.534033,630665152,0.3778,1337470000,0.94755,Diagnostics & Research,error,,,,11875282944,760798976,0.1792,0,1.33,4.893427,3.354448,0.11043999,0.857,0.06336,0.16844,0.144,70.391,50464400,1.99,,242276992,4.799,2952598016,3540160000,error,,,30.477917
BCPC,2022-07-22 00:00:00,0.47388348630121385,-0.5261165136987861,40943.533216424876,-45456.46678357512,-4512.933567150241,714178.5699512447,2539400.0,714178.5699512447,0.2812390997681518,0.12902786148387005,714178.5699512447,2539400.0,0.2812390997681518,0.06451393074193502,4.359354584874832,134.5800018310547,174.2899932861328,174.2899932861328,-3.4346044303055043,24.389991760253906,1.0923278006672184,133.1300048828125,113.37844144208871,123.99099993387857,134.60355842566844,141.70215814590455,16.07492463227255,0.6656185946916321,0.48371437212952856,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
BALL,2022-07-22 00:00:00,0.2333324856222139,-0.7666675143777861,520798.10790878144,-1711201.8920912186,-1190403.7841824372,6609214.708719384,40126800.0,6609214.708719384,0.16470824258897754,0.07579921365178177,6609214.708719384,40126800.0,0.16470824258897754,0.037899606825890886,4.3459090049572255,98.08999633789062,98.08999633789062,98.08999633789062,-7.087145618132555,11.589996337890625,1.0564633013861677,70.70999908447266,64.4226998259823,69.45135064442952,74.48000146287674,84.67836144447327,9.791741315816264,0.541814704278727,0.46048412325870297,1.8153519715707815,Consumer Cyclical,VCR,SP500,SPY,Ball Corporation,0.551298,0.972,227.546,0.8,0.0113,1.283,1.23,2172000000,0.15081,1653955200,error,15.997737,-359624992,0.19399999,2726000000,0.90783995,Packaging & Containers,1653955200,0.2,1494979200,2:1,22612279296,1432999936,0.10103,0.2193,1.56,5.816402,1.5700791,0.07804,0.55,0.04675,0.29955998,0.189,44.415,319788992,4.71,,437000000,1.367,9004000256,14401999872,error,0.75,0.010442774,20.675438
CAG,2022-07-22 00:00:00,1.0,0.0,2939300.0,0.0,2939300.0,12805373.327128422,94708300.0,12805373.327128422,0.13520856490010297,0.06232623347912293,12805373.327128422,94708300.0,0.13520856490010297,0.031163116739561465,4.338736912295302,36.970001220703125,36.970001220703125,36.970001220703125,-2.0040000915527343,5.0,1.2766947214633886,33.630001068115234,30.77208480224103,33.351066735585526,35.93004866893002,33.309588177204134,1.569434405869964,0.10554250975925206,0.43199486252739266,1.1620177265335738,Consumer Defensive,VDC,SP500,SPY,"ConAgra Brands, Inc.",0.605363,0.862,104.042,1.32,0.039300002,-0.485,-0.487,2014899968,0.17466,1659398400,error,13.07722,405849984,0.24797001,2860600000,0.84079003,Packaged Foods,1651104000,0.313,1478736000,1285:1000,16260715520,1177299968,0.14965001,0.6793,3.98,1.850314,1.409575,0.07699,0.27,0.04835,0.10155,0.062,24.018,480092000,3.22,,83300000,0.174,9220400128,11535899648,error,1.25,0.037169192,18.407608
CWT,2022-07-22 00:00:00,0.7653064799280657,-0.23469352007193434,144489.8634104188,-44310.136589581205,100179.72682083759,1497484.9799064097,4065500.0,1497484.9799064097,0.3683396826728348,0.16997612065107423,1497484.9799064097,4065500.0,0.3683396826728348,0.08498806032553712,4.334016816738156,61.97999954223633,72.08000183105469,72.08000183105469,-3.495772782737243,9.459999084472656,0.878353339589071,57.689998626708984,49.59492834301996,53.864950033823646,58.134971724627334,59.085750470161436,5.341560934864064,0.44415075852849817,0.3766722301494256,1.4856120044696786,Utilities,VPU,SP600,SLY,California Water Service Group,0.269117,0.967,94.954,1,0.0189,,,258580000,0.31682,1651795200,error,30.270834,-88620872,0.51805997,412793000,0.82255995,Utilities—Regulated Water,error,,1307923200,2:1,3057576960,255932000,0.17789,0.46080002,2.31,2.7398293,3.746273,0.12895,0.676,0.02552,0.09992,0.171,15.559,52608000,2.76,,68379000,1.272,1110843008,816164992,error,0.902,0.015635293,26.12135
CBRE,2022-07-22 00:00:00,0.8113231991708413,-0.18867680082915875,1146237.4157885646,-266562.58421143546,879674.8315771292,12549880.33411201,36411500.0,12549880.33411201,0.3446680398805875,0.15910281436773926,12549880.33411201,36411500.0,0.3446680398805875,0.07955140718386963,4.3326454186278,90.20999908447266,111.0,111.0,-3.929728929699145,16.650001525878906,1.0895887308549739,82.26000213623047,68.80605209628045,76.71653350830078,84.62701492032112,92.12329995155335,11.406003569267854,0.7673742789145956,0.5067297198298892,0.16708361989875883,Real Estate,VNQ,SP500,SPY,CBRE Group Inc,1.360578,1.198,47.103,,,0.487,0.474,2292534016,0.07867,,error,12.881804,1182011648,0.22402,6166529000,0.99627995,Real Estate Services,,,1149206400,3:1,27073896448,2164119040,0.05861,0,1.22,3.1557894,0.92909443,0.06735,0.915,0.0556,0.23251,0.235,87.181,326860992,2.24,,1657336064,5.179,4372531200,29140090880,error,0,0,14.134812
TBI,2022-07-22 00:00:00,0.23655832383077516,-0.7634416761692249,27582.700558668384,-89017.29944133162,-61434.59888266324,1533559.5495592784,4933100.0,1533559.5495592784,0.3108713688267577,0.14418319693131046,1533559.5495592784,4933100.0,0.3108713688267577,0.07209159846565523,4.3121719512830365,29.989999771118164,32.90999984741211,32.90999984741211,-5.898945031816478,6.629999160766602,1.1701099070753027,18.899999618530273,15.178674470387707,19.719316584269208,24.25995869815071,25.733224937915804,3.911787760185916,0.17262576646914435,0.45785513991116766,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
CATY,2022-07-22 00:00:00,0.415729422051537,-0.5842705779484629,75496.46304455912,-106103.53695544087,-30607.07391088175,1750999.9449707551,4719300.0,1750999.9449707551,0.37102959018726406,0.17246966764259367,1750999.9449707551,4719300.0,0.37102959018726406,0.08623483382129683,4.302548909135062,45.189998626708984,48.880001068115234,48.880001068115234,-3.6965259064611335,5.470001220703125,0.6927928025107918,40.90999984741211,37.404171503745864,39.726399936676025,42.048628369606185,43.038175086975095,2.708196653225979,0.32441340165008103,0.48436224503228387,1.521902527519257,Financial Services,VFH,SP400,MDYG,Cathay General Bancorp,1.234313,,,1.36,0.0345,0.076,0.022,,0,1645660800,error,11.218918,,0,668366000,0.70862,Banks—Regional,error,,1096416000,2:1,3205547520,,0.65533996,0.3359,1.12,1.3016211,4.757629,0.44518003,,0.01496,0.12279,0.033,8.725,77223504,4.74,,138979008,1.851,197647008,673769984,error,1.27,0.031043755,11.188679
TDC,2022-07-22 00:00:00,0.19047569618347948,-0.8095243038165205,68380.77492986913,-290619.2250701309,-222238.45014026176,2600158.993005697,11318000.0,2600158.993005697,0.22973661362481862,0.10700375323163366,2600158.993005697,11318000.0,0.22973661362481862,0.05350187661581683,4.293991690693356,59.380001068115234,59.380001068115234,59.380001068115234,-11.16105917572854,5.650001525878906,0.46099965482861904,38.36000061035156,34.778792143385964,37.28631653467814,39.79384092597032,44.29116240024567,6.1959386830977765,0.4045764191345385,0.4370829225317083,error,error,error,SP400,MDYG,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
ACM,2022-07-22 00:00:00,0.16980960058348207,-0.830190399416518,129259.06796414655,-631940.9320358535,-502681.86407170695,3313141.4602094516,11417600.0,3313141.4602094516,0.2901784490794433,0.13520959218479583,3313141.4602094516,11417600.0,0.2901784490794433,0.06760479609239792,4.292276078798403,70.04000091552734,79.97000122070312,79.97000122070312,-2.3880745333423454,11.569995880126953,0.6315090441336266,67.44999694824219,61.142121617941335,66.41493302027385,71.68774442260637,70.7700193309784,4.446870018042108,0.8973822942941065,0.40513843077028167,2.3606751055652397,Industrials,VIS,SP400,MDYG,AECOM,1.485294,1.076,114.764,0.6,0.0092,1.512,1.356,832492032,0.06262,1649116800,error,17.790155,889306752,0.06125,798421000,0.88721,Engineering & Construction,error,,,,9765011456,892420992,0.04998,0.15,1.09,3.6245117,0.73451996,0.01569,0.922,0.034679998,0.12547,-0.014,91.769,142202000,3.67,,1082392960,7.658,3013989888,13294412800,error,,,59.300518
ATR,2022-07-22 00:00:00,0.769694223397713,-0.23030577660228696,165176.3803411492,-49423.61965885078,115752.76068229842,1929250.0814455517,5124200.0,1929250.0814455517,0.37649781067201743,0.17548366086947756,1929250.0814455517,5124200.0,0.37649781067201743,0.08774183043473878,4.290972832531133,140.00999450683594,140.00999450683594,140.00999450683594,-6.509534925170093,16.779998779296875,1.0140672037631362,103.5999984741211,95.7869739091114,103.10276659647624,110.41855928384109,115.52843883514404,8.847930570055265,0.3269771924558983,0.45189649221182177,error,error,error,SP400,MDYG,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
CALM,2022-07-22 00:00:00,0.4939757651800836,-0.5060242348199164,451740.8372571865,-462759.1627428136,-11018.325485627109,3223017.636012586,13874100.0,3223017.636012586,0.2323046277605456,0.1083029030329957,3223017.636012586,13874100.0,0.2323046277605456,0.05415145151649785,4.2899058336371905,43.2400016784668,59.95000076293945,59.95000076293945,-0.09340661835882112,10.920001983642578,1.599267848094419,54.040000915527344,43.193460408100286,48.82171659469604,54.4499727812918,44.27170002937317,6.990588917897084,0.08920115746663143,0.3849902403037238,1.1620177265335738,Consumer Defensive,VDC,SP600,SLY,"Cal-Maine Foods, Inc.",-0.125585,3.582,0.131,0.88,0.0162,,,206823008,0.11638,1659052800,error,37.401314,44526624,0.18966,337059000,0.92420995,Farm Products,1650931200,0.125,1414972800,2:1,2782210560,126209000,0.07789,0.046,0.05,2.5189419,1.5655383,0.074640006,2.133,0.06513,0.12511,0.695,36.581,44139500,8.44,,174512992,3.566,1443000,1777159040,error,0.874,0.016173204,20.900734
DD,2022-07-22 00:00:00,0.31874925494122974,-0.6812507450587703,461070.7972724888,-985429.2027275112,-524358.4054550224,22923899.318870865,64453900.0,22923899.318870865,0.3556634946662788,0.16581417859460706,22923899.318870865,64453900.0,0.3556634946662788,0.08290708929730353,4.2899044904456245,85.16000366210938,85.16000366210938,85.16000366210938,-5.116137707768085,16.360000610351562,0.722083111317374,57.2599983215332,50.32571331248549,60.36792441685995,70.41013552123441,71.10597498893738,7.909262224812668,0.42541392883994433,0.46696280846169697,1.7122173956498514,Basic Materials,VAW,SP500,SPY,"DuPont de Nemours, Inc.",1.223499,2.82,42.79,1.32,0.0231,-0.893,-0.91,4124000000,0.24388,1658966400,error,11.7469635,-5873500160,0.34642,5850000000,0.74492997,Specialty Chemicals,1653609600,0.33,1559520000,4725:10000,29509822464,2112000000,0.15890001,0.4086,1.25,1.1273652,1.7451108,0.09231,0.777,0.03604,0.060549997,0.085,32.551,508527008,2.32,,1672000000,3.288,11463999488,16910000128,error,1.23,0.021480964,19.27907
PII,2022-07-22 00:00:00,0.38585348621557575,-0.6141465137844243,205274.0546666863,-326725.9453333137,-121451.89066662741,2691631.0548189264,10858400.0,2691631.0548189264,0.24788468419094217,0.11591440132148992,2691631.0548189264,10858400.0,0.24788468419094217,0.05795720066074496,4.2770299697866045,139.7899932861328,139.7899932861328,139.7899932861328,-3.764274397588679,20.48999786376953,0.7426632379417154,114.08000183105469,95.99277171612646,104.82787038167316,113.66296904721987,110.45214047431946,7.805174569964362,0.12901279727607284,0.45876194559601535,1.8153519715707815,Consumer Cyclical,VCR,SP400,MDYG,Polaris Inc.,1.630882,1.18,190.862,2.56,0.023,-0.46,-0.479,858400000,0.10401,1653955200,error,11.518858,-233862496,0.23113,1996500000,0.90109,Recreational Vehicles,error,,1315872000,2:1,6857043456,188600000,0.07508,0.3661,0.67,5.660188,0.8308647,0.05207,0.281,0.08031999,0.39421,0,135.571,60681800,6.51,,378100000,6.355,2138800000,8252899840,error,2.51,0.022002103,11.820084
CBT,2022-07-22 00:00:00,0.2722248124443691,-0.7277751875556309,123127.28266858813,-329172.71733141184,-206045.4346628237,2413977.429409805,6682800.0,2413977.429409805,0.36122245606778675,0.16927140520437722,2413977.429409805,6682800.0,0.36122245606778675,0.08463570260218861,4.267967831089357,65.25,74.87000274658203,78.62000274658203,-0.5097521110537331,18.970001220703125,0.960907099702752,69.69000244140625,58.414702308279885,68.05978328704833,77.70486426581678,63.24205739021301,7.30976568203549,0.5136158000374201,0.44579666367344983,1.7122173956498514,Basic Materials,VAW,SP400,MDYG,Cabot Corporation,1.439215,1.213,138.502,1.48,0.0218,,,621000000,0.17103,1645660800,error,11.820895,-29250000,0.2228,806000000,0.98173,Specialty Chemicals,error,,827712000,2:1,4048939264,187000000,0.12751001,0.6316,0.9,4.2697973,1.115103,0.02782,0.632,0.09194,0.14241,0.298,63.954,56803300,3.73,,179000000,3.163,1312999936,3631000064,error,1.4,0.020088965,16.423962
PB,2022-07-22 00:00:00,0.8181774044763801,-0.18182259552361996,304689.26542700396,-67710.73457299607,236978.5308540079,2018002.8653654172,9842900.0,2018002.8653654172,0.20502116910315224,0.09626721643890289,2018002.8653654172,9842900.0,0.20502116910315224,0.048133608219451444,4.259418246153847,80.45999908447266,80.45999908447266,80.45999908447266,-3.693728973409721,8.129997253417969,1.1504283510332864,70.44999694824219,65.9483732466034,69.36870007832846,72.78902691005352,71.75220119476319,3.258938776853093,0.02823243204510164,0.3973944350685425,error,error,error,SP400,MDYG,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
HUBB,2022-07-22 00:00:00,0.3212448956196214,-0.6787551043803787,63657.888515984174,-134502.11148401583,-70844.22296803165,1645360.954329404,4961556.0,1645360.954329404,0.33162196583680686,0.15575650375585748,1645360.954329404,4961556.0,0.33162196583680686,0.07787825187792874,4.258210191423043,201.05999755859375,212.5399932861328,212.5399932861328,-1.326367936241784,33.97999572753906,0.8808950967221966,193.69000244140625,171.86300056800204,186.31570828755696,200.76841600711188,190.2086932182312,9.621923713289009,0.8408413691110124,0.416541714900537,error,error,error,SP400,MDYG,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
