,Date,buy_volume_pct,sell_volume_pct,daily_buy_vol,daily_sell_vol,net_daily_vol,20td_trend_vol,20td_tot_daily_vol,20td_trend_vol,20td_trend_vol_factor,20td_tvf_rng_div_2,50td_trend_vol,50td_tot_daily_vol,50td_trend_vol_factor,50td_tvf_rng_div_4,50td_tvf_vel,MIN_Lookback_One_Year,MIN_Lookback_2_Months,MIN_Lookback_1_Months,risk_trend_factor,risk_per_share,volume_factor,Adj Close,50tdBOLD,50tdMA-TP,50tdBOLU,200tdSMA,200tdSDev,adf,hurst,sector_50td_tvf_vel,Sector,Sector Symbol,Market Index,Index Symbol,shortName,beta,currentRatio,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,exDividendDate,forwardEPS,forwardPE,freeCashflow,grossMargins,grossProfits,heldPercentInstitutions,industry,lastDividendDate,lastDividendValue,lastSplitDate,lastSplitFactor,marketCap,operatingCashflow,operatingMargins,payoutRatio,pegRatio,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,sharesOutstanding,shortRatio,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEPS,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingPE
EME,2022-07-22 00:00:00,0.5794399187151286,-0.4205600812848714,124521.63853188112,-90378.36146811886,34143.27706376226,2926577.8111587423,6418900.0,2926577.8111587423,0.45593136069400403,0.1503933028426966,2926577.8111587423,6418900.0,0.45593136069400403,0.0751966514213483,6.063187017986884,129.4499969482422,135.97999572753906,135.97999572753906,-6.020587586861508,13.599998474121094,1.1263300981605697,106.51000213623047,97.63857941924012,103.0995330174764,108.56048661571269,115.05725881576538,8.975174079081896,0.5812475428991487,0.501044661979877,2.3606751055652397,Industrials,VIS,SP400,MDYG,"EMCOR Group, Inc.",1.220098,1.401,25.561,0.52,0.0050999997,-0.097,-0.134,630214016,0.06183,1649894400,error,13.859192,248026256,0.14847,1501737000,0.96821,Engineering & Construction,error,,1184025600,2:1,5673698816,311992000,0.05079,0.0753,13.62,2.650014,0.5566772,0.036510002,1.349,0.06287,0.17486,0.125,190.424,53374400,1.84,,514512992,10.06,545931008,10192079872,error,0.52,0.0048821704,16.0744
SCI,2022-07-22 00:00:00,0.44508831117285175,-0.5549116888271483,285212.5897995634,-355587.4102004366,-70374.8204008732,4430157.945070581,17119000.0,4430157.945070581,0.25878602401253464,0.08631240477087815,4430157.945070581,17119000.0,0.25878602401253464,0.043156202385439074,5.9964966727435955,58.380001068115234,72.06999969482422,72.06999969482422,1.346154395608002,9.880001068115234,0.9163394935998742,71.94000244140625,64.70217848756768,68.65665014266968,72.61112179777167,66.2839060306549,3.432391699007821,0.9164051457256273,0.36246863378273725,1.8153519715707815,Consumer Cyclical,VCR,SP400,MDYG,Service Corporation Internation,0.77598,0.606,212.71,1,0.0147,0.067,0.027,1443148032,0.34832,1655164800,error,25.953571,690630528,0.31464002,1303614000,0.87537,Personal Services,error,,841708800,2:1,11984154624,920608000,0.28135002,0.19450001,2.48,6.2153606,2.8925273,0.19379999,0.533,0.04824,0.43869,0.075,24.729,164912000,3.96,,268625984,1.663,4061590016,4143142912,error,0.86,0.011954406,15.648148
ARNC,2022-07-22 00:00:00,0.6309530837734615,-0.36904691622653846,349484.91310212034,-204415.08689787966,145069.82620424067,3933213.0614816705,15775700.0,3933213.0614816705,0.24932098489966661,0.08342323295849655,3933213.0614816705,15775700.0,0.24932098489966661,0.04171161647924827,5.977255401350964,37.630001068115234,37.630001068115234,37.630001068115234,-4.092166246962086,6.510000228881836,0.8331239997438797,28.75,25.911913110497196,27.916566651662194,29.921220192827192,29.11195001602173,2.8489854873675635,0.05442331391010006,0.42948819717179965,2.3606751055652397,Industrials,VIS,SP600,SLY,Arconic Corporation,1.74008,1.45,116.528,,,-0.152,-0.192,571000000,0.0712,,error,7.6886544,-189124992,0.11496,931000000,0.93838996,Metal Fabrication,,,,,3082545664,-216000000,0.04002,0,0.86,1.9926149,0.38435733,-0.05075,0.63,0.030079998,-0.26680002,0.308,74.328,105784000,3.92,,210000000,1.985,1819000064,8019999744,error,0,0,error
BA,2022-07-22 00:00:00,0.07001794348487131,-0.9299820565151287,530722.0080266276,-7049077.991973372,-6518355.983946744,52598761.110149495,191369500.0,52598761.110149495,0.2748544627547728,0.09251458829906131,52598761.110149495,191369500.0,0.2748544627547728,0.046257294149530656,5.941862095657439,241.14999389648438,241.14999389648438,241.14999389648438,-4.94773394700027,50.31999969482422,0.6313596206236993,158.16000366210938,116.08281790653761,135.7825833638509,155.4823488211642,182.73791269302367,32.863303776657474,0.4570371845650697,0.4933242417790059,2.3606751055652397,Industrials,VIS,SP500,SPY,Boeing Company (The),1.405882,1.298,,,,,,52000000,0.00085,1581552000,error,32.907562,-969875008,0.06136,5190000000,0.54841,Aerospace & Defense,error,,865814400,2:1,92057174016,-3244999936,-0.03344,0,-5.54,,1.507651,-0.07999,0.292,-0.0089300005,,-0.081,103.566,587699008,0.98,,12282000384,20.759,57741000704,61060001792,error,0,0,error
RRC,2022-07-22 00:00:00,0.07558093759529816,-0.9244190624047018,273686.13312633417,-3347413.8668736657,-3073727.7337473314,42708058.77959302,121624000.0,42708058.77959302,0.3511482830657849,0.11906970378691027,42708058.77959302,121624000.0,0.3511482830657849,0.059534851893455136,5.898196970309215,17.469999313354492,34.61000061035156,37.439998626708984,-0.025586401347697237,14.069997787475586,1.097741149997958,29.719999313354492,22.003210999625303,29.256849966049195,36.51048893247309,25.156212480068206,5.0550383893766515,0.7041519137090368,0.4595702422447588,1.3161745277433874,Energy,VDE,SP400,MDYG,Range Resources Corporation,2.063856,0.246,162.685,,,,,458860992,0.114250004,1576108800,error,5.745487,838692352,0.57877,1937478000,0.87131,Oil & Gas E&P,1576108800,0.02,1133740800,3:2,8587638272,1090109952,0.02264,0,0.22,4.8147025,2.1381853,-0.017970001,0.238,0.00892,-0.04423,0.637,16.483,269796992,2.36,,112931000,0.453,2603130112,4016321024,error,0,0,error
NEO,2022-07-22 00:00:00,0.5740731256324716,-0.42592687436752846,1793921.1102889106,-1330978.8897110897,462942.2205778209,8348656.699307391,40479300.0,8348656.699307391,0.20624508574277203,0.07009372177460987,8348656.699307391,40479300.0,0.20624508574277203,0.03504686088730494,5.884837629423194,54.7400016784668,54.7400016784668,54.7400016784668,-44.664469346982585,3.0400004386901855,1.8534374031283567,9.479999542236328,7.208238959951265,8.372816646893819,9.537394333836373,21.81317494273186,12.786423077225987,0.6894335311035131,0.5623941090747061,1.7594236599693098,Healthcare,VHT,SP600,SLY,"NeoGenomics, Inc.",0.734313,7.933,57.042,,,,,-84584000,-0.17405,,error,-19.32653,-65859500,0.37805,192360000,0.91634005,Diagnostics & Research,error,,1050451200,1:100,1165965312,-57973000,-0.28647,0,-7.61,1.0260023,2.3992784,-0.07334,7.216,-0.05235,-0.03715,0.014,3.989,123122000,1.47,,481430016,3.894,613201984,485964992,error,,,23.49876
MYE,2022-07-22 00:00:00,0.3874997019764919,-0.6125002980235081,29798.727081992227,-47101.27291800777,-17302.545836015546,823744.6272763762,2485800.0,823744.6272763762,0.33138008982073225,0.11506490033940847,823744.6272763762,2485800.0,0.33138008982073225,0.057532450169704236,5.759881403334222,23.6299991607666,25.100000381469727,25.549999237060547,-1.3761467608967166,4.35999870300293,0.950553069254659,22.760000228881836,20.975037076645727,23.067633326848345,25.160229577050963,20.506108860969544,2.1676178106331396,0.14772320647789794,0.42270975853271425,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
NSP,2022-07-22 00:00:00,0.39678215087809726,-0.6032178491219027,62215.44125768565,-94584.55874231434,-32369.117484628696,1072322.8562944971,2861800.0,1072322.8562944971,0.37470223505992634,0.13196543086267243,1072322.8562944971,2861800.0,0.37470223505992634,0.06598271543133621,5.678793796382233,95.77999877929688,129.32000732421875,129.32000732421875,-2.3233702018264935,18.400001525878906,0.6425786462648413,103.88999938964844,90.18664042186036,97.55453332265219,104.92242622344402,104.72916918754578,9.928813335473949,0.32075327121635,0.4776135748301753,2.3606751055652397,Industrials,VIS,SP400,MDYG,"Insperity, Inc.",1.580392,1.113,1270.631,1.8,0.0184,0.132,0.129,217684000,0.041350003,1646784000,error,21.541492,308412512,0.16231,820102000,0.88804,Staffing & Employment Services,error,,1513641600,2:1,3997631488,317031008,0.03569,0.53099996,1.46,41.20238,0.7594181,0.02508,0.994,0.063319996,2.4542,0.226,136.911,38501700,4.07,,609264000,15.904,431519008,5264072192,error,1.7,0.016363462,34.031464
TWNK,2022-07-22 00:00:00,0.49999735089513253,-0.5000026491048675,297198.4253720668,-297201.5746279332,-3.1492558664176613,4553228.812662106,16739300.0,4553228.812662106,0.2720083165163481,0.09625591219693888,4553228.812662106,16739300.0,0.2720083165163481,0.04812795609846944,5.6517737000885955,17.229999542236328,24.270000457763672,24.270000457763672,-0.7644936024353246,2.760000228881836,0.5614196183422238,21.219999313354492,19.32712091453703,20.875826676686607,22.424532438836184,20.417062518596648,1.5194659332922258,0.8163665755639651,0.43052235806069844,1.1620177265335738,Consumer Defensive,VDC,SP600,SLY,"Hostess Brands, Inc.",0.584078,2.317,63.103,,,0.283,0.293,258118000,0.21356001,,error,19.472727,83171504,0.35584,409983000,1.07301,Packaged Foods,,,,,2962107648,201702000,0.17427,0,2,1.6819788,2.4507248,0.105179995,2.006,0.03788,0.074250005,0.251,9.053,138287008,4.37,,238431008,1.724,1111177984,1208665984,error,0,0,23.282608
CHS,2022-07-22 00:00:00,0.5454545454545454,-0.45454545454545453,705272.7272727272,-587727.2727272727,117545.45454545447,8753686.530990336,43113200.0,8753686.530990336,0.20303959184171752,0.07189885469097157,8753686.530990336,43113200.0,0.20303959184171752,0.035949427345485785,5.647922841452813,7.190000057220459,7.190000057220459,7.190000057220459,-3.795455596335578,1.3199996948242188,1.006994489024112,5.519999980926514,4.335821969308369,5.081033324400583,5.826244679492798,5.08333749294281,0.5606642268722696,0.07556237521071933,0.4593411185142989,1.8153519715707815,Consumer Cyclical,VCR,SP600,SLY,"Chico's FAS, Inc.",1.361615,1.099,239.47,,,,,169038000,0.08612,1584057600,error,6.493671,90307376,0.38401002,663998000,0.833,Apparel Retail,1584057600,0.09,1109116800,2:1,641983616,66828000,0.060890004,0,0.7,2.539604,0.32706192,0.045890003,0.259,0.062480003,0.43828,0.394,16.68,125143000,3.56,,104131000,0.832,605326976,1962881024,error,0,0,6.662338
FCN,2022-07-22 00:00:00,0.32426456849841184,-0.6757354315015882,90826.50563640516,-189273.49436359486,-98446.9887271897,1368952.9747659094,5785400.0,1368952.9747659094,0.23662200967364563,0.08400557974252873,1368952.9747659094,5785400.0,0.23662200967364563,0.042002789871264365,5.633483166210523,147.3800048828125,170.64999389648438,174.35000610351562,1.7929317032864156,29.989990234375,0.9305213498066158,182.0500030517578,154.07403496296013,172.90748316446943,191.74093136597872,156.08278734207153,12.494384855528919,0.965323855819701,0.40044223910698196,2.3606751055652397,Industrials,VIS,SP400,MDYG,"FTI Consulting, Inc.",0.449509,2.395,36.191,,,-0.098,-0.08,347764992,0.1236,,error,24.583668,171587632,0.31042,860715000,1.07223,Consulting Services,error,,1054771200,3:2,6296740352,318288992,0.1075,0,3.02,3.9557126,2.2379937,0.08167,2.147,0.06601,0.15126,0.054,83.929,34288500,6.4,,271143008,7.866,587020992,2813564928,error,,,25.691103
DAN,2022-07-22 00:00:00,0.4313728790105727,-0.5686271209894274,305498.2729152876,-402701.7270847125,-97203.45416942489,7314017.9839257905,24428000.0,7314017.9839257905,0.29941124872792657,0.10644365640803827,7314017.9839257905,24428000.0,0.29941124872792657,0.053221828204019134,5.625722731285583,25.59000015258789,25.59000015258789,25.59000015258789,-6.144350557859492,4.780000686645508,0.9989216488855004,15.800000190734863,12.986582016259227,15.179533363978068,17.37248471169691,19.198992941379547,3.7254576916851136,0.3430673287629707,0.5189758743723178,error,error,error,SP400,MDYG,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
CCRN,2022-07-22 00:00:00,0.1731516527882917,-0.8268483472117083,378578.773656321,-1807821.226343679,-1429242.452687358,3851951.8360668914,14468900.0,3851951.8360668914,0.2662228528821743,0.09489060903912662,3851951.8360668914,14468900.0,0.2662228528821743,0.04744530451956331,5.611152791155583,18.899999618530273,30.399999618530273,30.399999618530273,-0.2805396929683452,14.079999923706055,2.092895055523133,25.25,12.71680841553663,20.020466693242394,27.32412497094816,21.82316244125366,3.3573496971204886,0.9120803247854095,0.4203634008309566,1.7594236599693098,Healthcare,VHT,SP600,SLY,"Cross Country Healthcare, Inc.",0.929757,2.444,65.704,,,2.075,2.187,225902000,0.105749995,,error,8.9827585,-133688496,0.22392,374999000,0.95816004,Medical Care Facilities,,,,,995472064,-89729000,0.10092,0,0.15,2.7392218,0.4660138,0.081709996,2.415,0.19832,0.65893996,1.396,57.889,38213900,6.37,,1208000,0.032,233955008,2136142976,error,0,0,6.783854
FDP,2022-07-22 00:00:00,0.5421673457288025,-0.4578326542711974,135487.61969762776,-114412.38030237223,21075.23939525553,2740972.8681206782,7012000.0,2740972.8681206782,0.39089744268691934,0.13958527660173486,2740972.8681206782,7012000.0,0.39089744268691934,0.06979263830086743,5.600840607311746,34.0,34.0,34.0,-1.6311010790698721,8.810001373291016,2.234832863387267,29.209999084472656,21.283608578989586,26.485160156885783,31.68671173478198,27.223768515586855,2.51780862579669,0.02836612665862096,0.36375652344724374,1.1620177265335738,Consumer Defensive,VDC,SP600,SLY,"Fresh Del Monte Produce, Inc.",0.565346,1.801,38.694,0.6,0.0198,-0.4,-0.396,193400000,0.044970002,1652745600,error,15.292307,23475000,0.06711,306900000,0.70452005,Farm Products,1652745600,0.15,,,1425959552,81400000,0.02251,0.41669998,0.88,0.7695682,0.33157223,0.01467,0.739,0.01747,0.03342,0.045,90.41,47818900,2.44,,25300000,0.529,744200000,4300599808,error,0.55,0.018187832,22.590908
MMC,2022-07-22 00:00:00,0.47445174176638094,-0.5255482582336191,1122837.4920643172,-1243762.5079356828,-120925.01587136555,7283767.185950567,45043600.0,7283767.185950567,0.1617048190186967,0.058057029589830646,7283767.185950567,45043600.0,0.1617048190186967,0.029028514794915323,5.570550893186625,149.3000030517578,183.13999938964844,183.13999938964844,-2.507513063798207,17.970001220703125,1.206277906130875,156.83999633789062,145.75893866256223,153.97161654154462,162.184294420527,160.39874095916747,7.5762355151596745,0.8973644630026193,0.39747277952426185,1.521902527519257,Financial Services,VFH,SP500,SPY,"Marsh & McLennan Companies, Inc",0.911025,1.164,126.995,2.36,0.015,0.194,0.179,5711000064,0.27659,1658880000,error,20.937252,3573750016,0.43956003,8710000000,0.93162,Insurance Brokers,1649116800,0.535,1025481600,2:1,78256005120,3345999872,0.24244,0.32279998,2.67,7.321537,3.7900043,0.16360001,1.08,0.09425,0.32227,0.072,40.968,499017984,2.7,,909000000,1.822,13863999488,20647999488,error,2.195,0.013995154,23.653093
FICO,2022-07-22 00:00:00,0.9166666666666666,-0.08333333333333333,91208.33333333333,-8291.666666666666,82916.66666666666,1304879.4425925605,2941200.0,1304879.4425925605,0.44365546123778066,0.15938783172332915,1304879.4425925605,2941200.0,0.44365546123778066,0.07969391586166458,5.5669928681618925,547.4400024414062,547.4400024414062,547.4400024414062,-2.4707887445331074,96.8800048828125,0.622505419673203,467.6499938964844,358.04344907824,403.6210011291504,449.1985531800608,421.7242753219605,43.014514011484835,0.5871265890234354,0.4257197237597688,2.3056782865228764,Technology,VGT,SP400,MDYG,Fair Isaac Corproation,1.20051,1.26,,,,0.695,0.52,514279008,0.38029,1488326400,error,25.994461,432562240,0.78141,984074000,0.89505,Software—Application,1488326400,0.02,1078963200,3:2,12167294976,439831008,0.36409,0,2.27,,8.997369,0.31520998,1.169,0.20073,,0.078,49.155,25932000,3.84,,174219008,6.718,1842035968,1352317056,error,0,0,30.787403
DY,2022-07-22 00:00:00,0.5083074162224639,-0.49169258377753616,93833.54903466684,-90766.45096533318,3067.0980693336605,1289287.037397342,5068600.0,1289287.037397342,0.25436748557734723,0.09141233872227456,1289287.037397342,5068600.0,0.25436748557734723,0.04570616936113728,5.565276835333067,101.16000366210938,105.27999877929688,105.27999877929688,-1.1029925331826294,19.710006713867188,0.7421948644963122,96.66000366210938,78.71958608990967,91.17056640625,103.62154672259034,89.25783738136292,7.226097425811878,0.35760511616819235,0.45740999622499584,error,error,error,SP400,MDYG,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
TNC,2022-07-22 00:00:00,0.5,-0.5,15900.0,-15900.0,0.0,474911.54554060916,1032900.0,474911.54554060916,0.4597846311749532,0.16770721240983852,474911.54554060916,1032900.0,0.4597846311749532,0.08385360620491926,5.48318256046548,85.33000183105469,85.33000183105469,85.33000183105469,-6.779337964535946,9.970001220703125,0.8013305372347272,62.79999923706055,55.75670850951489,60.02768323262532,64.29865795573575,73.27066096305848,8.883344581806872,0.027871086488329658,0.45805827848395836,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
DXPE,2022-07-22 00:00:00,0.2739731038248796,-0.7260268961751204,22794.562238229984,-60405.437761770016,-37610.87552354003,438075.79674853897,1940700.0,438075.79674853897,0.22573081710132373,0.08304673472947151,438075.79674853897,1940700.0,0.22573081710132373,0.041523367364735754,5.436235821592554,35.97999954223633,36.2599983215332,36.2599983215332,-2.968316479419139,5.049999237060547,1.0610145381179696,31.170000076293945,27.120077379386878,29.829033314387,32.537989249387124,28.865299940109253,2.9945487345831032,0.10598360508580146,0.4628813327397825,2.3606751055652397,Industrials,VIS,SP600,SLY,"DXP Enterprises, Inc.",2.241176,2.234,105.054,,,,,67000000,0.060149997,,error,28.405405,2378000,0.29490998,328506000,0.73264,Industrial Distribution,error,,1222819200,2:1,591206400,37089000,0.03578,0,1.46,1.6371566,0.53074354,0.01481,1.624,0.028080001,0.043759998,0.26,58.785,18750600,7.26,,48989000,2.633,376822016,1113921024,error,,,49.18877
