,^GSPC,ES=F,NQ=F,YM=F,RTY=F,PA=F,LBS=F,UUP,ZO=F,SIL=F,CT=F,MGC=F,JPY=X,NG=F,GC=F,HG=F,ZL=F,KE=F,^IRX,ZS=F,KC=F,ZR=F,HO=F,ZC=F,RB=F,ZM=F,HE=F,CL=F,BZ=F,ZB=F,LE=F,SB=F,CC=F,GF=F,SI=F,ZN=F,DTB3,ZF=F,PL=F,EURUSD=X,OJ=F,ZT=F,AUDUSD=X,GBPUSD=X,BRLUSD=X,B0=F,trending
CC=F,-0.10914302840228085,-0.11233974206861021,-0.15285374354632225,-0.18502063807595415,0.46662308555056303,-0.2849214687104993,-0.08980448526359328,-0.09826578378628925,-0.1810062152019547,-0.11646576403754466,-0.22541736425142092,-0.07439558758417758,0.3911087198389114,-0.13583087833185528,-0.47299242516455325,-0.2970872273724293,-0.226953400359039,-0.16992521983781325,-0.42328007237114157,-0.19102521290928745,-0.08121199795494453,-0.263942882252127,-0.28378592746817494,-0.3074095619157703,-0.1970910670054517,-0.0754771472013216,9.335829707544257e-05,-0.24816395509261918,-0.3056645347476065,0.15050941706762036,0.5157367935267616,-0.21451914444615186,1.0,0.6006793082988129,-0.3614285226141232,0.018801345659581206,-0.3224231544512469,0.08877299867017212,-0.03834550678622962,-0.1250242976121402,-0.5788964114999915,0.29140330902150785,-0.16558689761816345,0.4042664431495243,-0.127920363388945,,
GF=F,-0.11618889185622078,-0.11528896124314736,-0.15493967441708176,-0.17408431311733674,0.7501635997235037,-0.2589518231495883,-0.06226258956992799,-0.16222876249372223,0.08353953826176817,-0.00898971821911443,-0.02700617045317523,-0.13171212463037504,0.363520697015386,0.15289783734616402,-0.3256486662313001,0.03678848698082627,0.01857174261140443,0.11844092487452039,-0.31551813179975924,0.05390800070366705,0.22415130139247047,-0.08664679470862714,0.13416391943975156,-0.025541842053032292,0.17544536510579697,0.11917422411148526,0.3848812757835395,0.14959805946949015,0.11266240524326938,-0.325854118723718,0.8894032670394707,-0.11816820215378551,0.6006793082988129,1.0,-0.1295347616399873,-0.2016282269366506,0.11233865431881201,-0.07935906020403895,0.24980910259498518,0.03651589843448274,0.27755938204736685,0.16047070938531846,0.10918019313500373,0.5514938644015075,0.13643918422131165,,
SI=F,-0.12754758927788584,-0.12807395772650598,-0.05069168657793019,-0.17247167503648858,0.831616691966343,0.03001186125551589,0.2305341625131199,-0.4205816022345824,0.4152813487068582,0.9999998641641313,0.41457554763959903,0.06676551984678254,-0.648640611277748,0.28079696385616687,0.6816281690614647,0.6668343041785302,0.6319623222300158,0.6031695037053036,-0.36439026589679685,0.6924331082509789,0.5851886965793374,0.5997578659654854,0.6334199425753694,0.767103632844832,0.6398109903826263,0.5341251163052506,0.5188523616955933,0.6882848757260807,0.7488015438705786,-0.2447714514389733,0.03046083453698359,0.7579864222284002,-0.3614285226141232,-0.1295347616399873,1.0,0.2849214132405201,-0.5611018707772559,0.3860813901037779,0.7863746852334571,0.5524255692263028,-0.34319849615224995,0.3061027410251263,0.7692850078501238,0.3614446335499624,0.5928596705662246,,
ZN=F,-0.3803662701816538,-0.3844726381527231,-0.29451128117179765,-0.43835924362746875,-0.27610123159272576,-0.0873797913247936,-0.3020904842544025,-0.20801611111577256,-0.2992313517470971,-0.0696384951109076,-0.49391910074642786,-0.006168955958941158,-0.5281664658159692,-0.5488648435093705,0.16536158762943043,-0.25126166237029035,-0.22645619591078928,-0.26663025659629325,-0.6518240107672358,-0.18339794010531063,-0.12324885802092989,0.01849763781047833,-0.4188041065373874,-0.1348855292016237,-0.38336910765380133,-0.21151442079674945,-0.21075372983944674,-0.355481966380504,-0.2970025963298076,0.7376654962234405,-0.30260851023745433,0.11462526808481523,0.018801345659581206,-0.2016282269366506,0.2849214132405201,1.0,-0.6522957758487984,0.9603315124335933,0.2854354538833041,0.18122173748413006,-0.8389659680644471,0.8535313564055469,0.2262151548058092,0.2299222399686078,0.2529567994813917,,
DTB3,-0.5157958577441683,-0.5124399831569479,-0.6257390040466104,-0.38376959850678366,-0.29645577271739515,-0.703778808514439,-0.4845932355838572,-0.2973756187202183,-0.42987424333232294,-0.5611018707772559,-0.24949289965805901,-0.7427608462057043,0.00724000632820275,-0.07692041768195289,-0.7429352212494904,-0.40419035924915747,-0.38093525101481673,-0.32244178563900244,0.9993497806680938,-0.35046658684390913,-0.45775734084683156,-0.5863152426643867,0.019476743194967613,-0.27924658869412683,-0.034882516718226994,-0.2653959013635567,-0.2125293713285464,-0.004157718546922574,0.0561586131792097,-0.6051244538540332,-0.040492864923934335,-0.35316147280592275,-0.3224231544512469,0.11233865431881201,-0.5611018707772559,-0.6522957758487984,1.0,-0.7053481415725071,-0.2828648877156181,0.15498883813968048,0.6358329944630172,-0.7569536323806422,0.27326175241404876,-0.08285880748790919,0.6823968496202236,,
ZF=F,-0.5182176991402624,-0.5222346901823498,-0.43149837179399264,-0.58808510004488,-0.2042473766788237,-0.2536309272610817,-0.35822016747851243,-0.414688993515756,-0.2995519582479025,-0.04750363336497774,-0.46422544651042497,-0.13476699775386028,-0.6134438853757375,-0.510356454800651,0.10052581147899244,-0.1982528634477976,-0.1856881304995416,-0.2107879666839074,-0.7734360587822643,-0.10759299223974278,-0.049381353480283954,0.060515262153163156,-0.32115201362525303,-0.07304623810004887,-0.2749883787197179,-0.13578678924689147,-0.1079971136051897,-0.22227130504025155,-0.16045311004589985,0.5675883484561504,-0.1655667824680131,0.22354523437030724,0.08877299867017212,-0.07935906020403895,0.3860813901037779,0.9603315124335933,-0.7053481415725071,1.0,0.4811361470264217,0.36816495149967704,-0.8239885369577099,0.9523342305772029,0.4215875745143277,0.4518129116872498,0.4428039040926597,,
PL=F,-0.5485315587597557,-0.5497152532714187,-0.5101227303489574,-0.5915745121293143,0.8165251959963817,-0.428804399739638,-0.14700594003706643,-0.7878596860542743,0.0741074709953043,0.4017919103184588,0.05924743278649375,-0.22680863174111152,-0.6920354700816205,0.04108810669199363,0.18563870839251978,0.3510510798733527,0.28392867168150787,0.32434788066627174,-0.5323449543675531,0.4474129551703109,0.3851511166695821,0.3464729440653447,0.4567881523256455,0.44587977057738637,0.4858100781697677,0.4189161444351373,0.4568393577383538,0.5734727481457063,0.6420842068650762,-0.3738590340938359,0.30728812800026717,0.5933844604928985,-0.03834550678622962,0.24980910259498518,0.7863746852334571,0.2854354538833041,-0.2828648877156181,0.4811361470264217,1.0,0.7968860439581944,-0.4809260040529305,0.5493234500045013,0.9486020645302674,0.7817819421480268,0.8899186723942167,,
EURUSD=X,-0.5661825048550365,-0.5677779238791397,-0.5340349560373743,-0.5519361434600807,-0.08610589676980795,-0.4340671415754968,-0.2419894416429043,-0.9050900336858694,-0.13029345298948988,0.09033301027159324,-0.08749143813004688,-0.3455637875464924,-0.7761171009139749,-0.14154720363986756,0.005634641469159973,0.2075321601972672,-0.025233524478997144,0.0367429137660058,-0.2750692940845617,0.1628806256767073,0.0870127742631344,0.21170133458099927,0.2542750444544745,0.13525950124404718,0.24729785727857057,0.2612351751676885,0.21993689769593366,0.4143178200409302,0.48719064366389947,-0.4125005246180758,0.07012758984855355,0.3241711063085455,-0.1250242976121402,0.03651589843448274,0.5524255692263028,0.18122173748413006,0.15498883813968048,0.36816495149967704,0.7968860439581944,1.0,-0.727428133300021,0.4308603619420722,0.8491385319327819,0.7108238883008401,0.8321311485432268,,
OJ=F,-0.5763698017296705,-0.571212624323471,-0.6938499337493712,-0.5501343657283229,-0.7322443209740049,-0.33453551688366523,-0.4290441417417766,0.7502813103304179,0.08309051856979069,-0.34319849615224995,0.5490748523751569,0.07581134652517302,0.7846872332910594,0.7516362840416618,0.07435966603243717,-0.21722262518962618,0.6208984747023525,0.6769894894986374,0.6164063349911828,0.6326065798227152,0.0660736121690843,0.7854894271139387,0.7869770422335283,0.754262728160076,0.7998601189485786,0.2428524254699286,0.5379667784291402,0.7040705944578997,0.7049012734894486,-0.8432417462537964,0.1029013355473691,0.09990613391433609,-0.5788964114999915,0.27755938204736685,-0.34319849615224995,-0.8389659680644471,0.6358329944630172,-0.8239885369577099,-0.4809260040529305,-0.727428133300021,1.0,-0.7907236599874882,-0.3333601864766309,-0.7272719414591875,0.5625508632976539,,
ZT=F,-0.5919291644970254,-0.5961258375537468,-0.523940345147326,-0.6755715266922052,-0.12730527941966466,-0.4004941580247327,-0.40279873392330284,-0.5265475906187147,-0.3292350776778955,-0.06497883872904892,-0.4706691634078946,-0.24995467800826832,-0.5244938784225469,-0.4855558657750651,-0.07417699455643265,-0.22671727287544008,-0.21846939523355027,-0.22476273260633425,-0.8704541849282765,-0.12522428058687368,-0.01900946484276634,-0.0018558235462710867,-0.30941215613799683,-0.1360986353436669,-0.24570526889407945,-0.12850027670161335,-0.043107321040974325,-0.18493455258760122,-0.1433166205367876,0.43511514505892435,0.0603837979584851,0.19843133688977907,0.29140330902150785,0.16047070938531846,0.3061027410251263,0.8535313564055469,-0.7569536323806422,0.9523342305772029,0.5493234500045013,0.4308603619420722,-0.7907236599874882,1.0,0.4624168571679562,0.6318307628150669,0.5070647855609138,,
AUDUSD=X,-0.6271414042933596,-0.6275834935496238,-0.5876637714168658,-0.6419435445945355,0.45264925121516636,-0.515816468573956,-0.24281676489078155,-0.8502544435120961,-0.04038969326034306,0.2247519304256089,0.013629435137217368,-0.3227557429836499,-0.7958732054377834,-0.023878438143873217,0.11893266502516657,0.2919242447829124,0.2044539295094216,0.24154875340143778,-0.3932416915055516,0.3676741060073745,0.2902837028231047,0.2683223899298535,0.40938906792580737,0.4039845591093881,0.4332340982594126,0.34673207265989914,0.34742603343589396,0.5308639444572697,0.6175303145759216,-0.42421015172610727,0.1681927635998359,0.5967682720599836,-0.16558689761816345,0.10918019313500373,0.7692850078501238,0.2262151548058092,0.27326175241404876,0.4215875745143277,0.9486020645302674,0.8491385319327819,-0.3333601864766309,0.4624168571679562,1.0,0.7399394871273348,0.9471438658085608,,
GBPUSD=X,-0.677466159796735,-0.6795830128981328,-0.6632211080370992,-0.7273924215344565,0.3681748022202729,-0.654381800482831,-0.35107340702550055,-0.8314493782243755,-0.21288842305961256,-0.11147333998759534,-0.2272231920653871,-0.4035931211454024,-0.43869721198744427,-0.21770613910030745,-0.27746037522362127,0.013075813893634687,-0.08002024088689857,0.014189450548930444,-0.6095921513579334,0.09386171964934341,0.08454488758544328,0.06276196711897684,0.09029026290354793,0.06776842344864052,0.1539221091159767,0.17785766303091402,0.2649432973761566,0.22499168633648012,0.2771134129958223,-0.29298316373929395,0.5238909185927687,0.17653771019741687,0.4042664431495243,0.5514938644015075,0.3614446335499624,0.2299222399686078,-0.08285880748790919,0.4518129116872498,0.7817819421480268,0.7108238883008401,-0.7272719414591875,0.6318307628150669,0.7399394871273348,1.0,0.7517525835100111,,
BRLUSD=X,-0.7916787205824962,-0.791983081596077,-0.7672687368341293,-0.7890904874238978,-0.37773298792305576,-0.6620265401524948,-0.457428936808555,-0.8771516575367752,-0.2733343066415298,-0.17847841540281917,-0.1924406691895805,-0.5223314190580242,-0.8024320926922325,-0.20765084035068124,-0.09884515780207538,0.046277017456636975,-0.024444751972942814,0.011816188214402758,-0.36534655613235645,0.1324733065523308,0.13565941631842054,0.07451366936075318,0.23296668218648178,0.1790082637217077,0.25021489484234716,0.13945936730410635,0.18472661486760128,0.3632478438527633,0.4499345572828045,-0.36999725309375686,0.125073017254376,0.4703182500318279,-0.127920363388945,0.13643918422131165,0.5928596705662246,0.2529567994813917,0.6823968496202236,0.4428039040926597,0.8899186723942167,0.8321311485432268,0.5625508632976539,0.5070647855609138,0.9471438658085608,0.7517525835100111,1.0,,
B0=F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
